CWds,QSRC,PSRC,nPedca,delay_type,P50_us,P95_us,P99_us
0,0,3,5,legacy,1672.50,13407.50,21172.50
0,1,1,5,legacy,1637.50,13122.50,20922.50
0,1,2,5,legacy,1597.50,12597.50,20037.50
0,1,3,5,legacy,1692.50,13407.50,20832.50
0,2,1,5,legacy,1642.50,13172.50,20672.50
0,2,2,5,legacy,1617.50,12867.50,20272.50
0,2,3,5,legacy,1537.50,12322.50,19627.50
0,3,1,5,legacy,1632.50,12902.50,20292.50
0,3,2,5,legacy,1592.50,12527.50,19917.50
0,3,3,5,legacy,1542.50,12157.50,19547.50
0,4,1,5,legacy,1562.50,12327.50,19672.50
0,4,2,5,legacy,1542.50,12282.50,19717.50
0,4,3,5,legacy,1567.50,12477.50,19857.50
0,5,1,5,legacy,1612.50,12552.50,19922.50
0,5,2,5,legacy,1672.50,13212.50,20607.50
0,5,3,5,legacy,1607.50,12872.50,20502.50
1,0,1,5,legacy,1652.50,12957.50,20257.50
1,0,2,5,legacy,1662.50,13012.50,20537.50
1,0,3,5,legacy,1637.50,13192.50,20842.50
1,1,1,5,legacy,1652.50,13147.50,20647.50
1,1,2,5,legacy,1632.50,12947.50,20512.50
1,1,3,5,legacy,1642.50,13212.50,20847.50
1,2,1,5,legacy,1572.50,12402.50,19772.50
1,2,2,5,legacy,1667.50,13337.50,21017.50
1,2,3,5,legacy,1702.50,13462.50,21112.50
1,3,1,5,legacy,1592.50,12392.50,19652.50
1,3,2,5,legacy,1572.50,12562.50,20077.50
1,3,3,5,legacy,1587.50,12772.50,20227.50
1,4,1,5,legacy,1622.50,12802.50,20437.50
1,4,2,5,legacy,1602.50,13142.50,20642.50
1,4,3,5,legacy,1557.50,12307.50,19522.50
1,5,1,5,legacy,1642.50,13117.50,20922.50
1,5,2,5,legacy,1692.50,13582.50,21257.50
1,5,3,5,legacy,1602.50,12577.50,19952.50
0,0,1,15,legacy,1642.50,12487.50,19977.50
0,0,2,15,legacy,1747.50,13857.50,21417.50
0,0,3,15,legacy,1772.50,14147.50,21852.50
0,1,1,15,legacy,1652.50,12807.50,20462.50
0,1,2,15,legacy,1622.50,13142.50,20942.50
0,1,3,15,legacy,1607.50,13252.50,21002.50
0,2,1,15,legacy,1577.50,12572.50,20227.50
0,2,2,15,legacy,1852.50,14742.50,22467.50
0,2,3,15,legacy,1667.50,13452.50,21077.50
0,3,1,15,legacy,1587.50,12727.50,20422.50
0,3,2,15,legacy,1737.50,13987.50,21942.50
