CWds,QSRC,PSRC,nPedca,delay_type,P50_us,P95_us,P99_us
0,0,1,5,legacy,347.50,677.50,1002.50
0,0,1,5,legacy,347.50,677.50,1002.50
0,0,2,5,legacy,347.50,677.50,1002.50
0,0,2,5,legacy,347.50,677.50,1002.50
0,0,3,5,legacy,347.50,677.50,1002.50
0,0,3,5,legacy,347.50,677.50,1002.50
0,1,1,5,legacy,347.50,612.50,997.50
0,1,1,5,legacy,347.50,612.50,997.50
0,1,2,5,legacy,347.50,612.50,997.50
0,1,2,5,legacy,347.50,612.50,997.50
0,1,3,5,legacy,347.50,617.50,1002.50
0,1,3,5,legacy,347.50,617.50,1002.50
0,2,1,5,legacy,347.50,612.50,997.50
0,2,1,5,legacy,347.50,612.50,997.50
0,2,2,5,legacy,347.50,612.50,992.50
0,2,2,5,legacy,347.50,612.50,992.50
0,2,3,5,legacy,347.50,612.50,992.50
0,2,3,5,legacy,347.50,612.50,992.50
0,3,1,5,legacy,347.50,602.50,847.50
0,3,1,5,legacy,347.50,602.50,847.50
0,3,2,5,legacy,347.50,607.50,947.50
0,3,2,5,legacy,347.50,607.50,947.50
0,3,3,5,legacy,347.50,607.50,992.50
0,3,3,5,legacy,347.50,607.50,992.50
0,4,1,5,legacy,347.50,612.50,997.50
0,4,1,5,legacy,347.50,612.50,997.50
0,4,2,5,legacy,347.50,607.50,902.50
0,4,2,5,legacy,347.50,607.50,902.50
0,4,3,5,legacy,347.50,612.50,992.50
0,4,3,5,legacy,347.50,612.50,992.50
0,5,1,5,legacy,347.50,612.50,997.50
0,5,1,5,legacy,347.50,612.50,997.50
0,5,2,5,legacy,347.50,612.50,992.50
0,5,2,5,legacy,347.50,612.50,992.50
0,5,3,5,legacy,347.50,607.50,992.50
0,5,3,5,legacy,347.50,607.50,992.50
1,0,1,5,legacy,347.50,677.50,1002.50
1,0,1,5,legacy,347.50,677.50,1002.50
1,0,2,5,legacy,347.50,677.50,1002.50
1,0,2,5,legacy,347.50,677.50,1002.50
1,0,3,5,legacy,347.50,677.50,992.50
1,0,3,5,legacy,347.50,677.50,992.50
1,1,1,5,legacy,347.50,612.50,917.50
1,1,1,5,legacy,347.50,612.50,917.50
1,1,2,5,legacy,347.50,617.50,1002.50
1,1,2,5,legacy,347.50,617.50,1002.50
1,1,3,5,legacy,347.50,612.50,992.50
1,1,3,5,legacy,347.50,612.50,992.50
1,2,1,5,legacy,347.50,612.50,997.50
1,2,1,5,legacy,347.50,612.50,997.50
1,2,2,5,legacy,347.50,612.50,997.50
1,2,2,5,legacy,347.50,612.50,997.50
1,2,3,5,legacy,347.50,612.50,992.50
1,2,3,5,legacy,347.50,612.50,992.50
1,3,1,5,legacy,347.50,607.50,922.50
1,3,1,5,legacy,347.50,607.50,922.50
1,3,2,5,legacy,347.50,607.50,997.50
1,3,2,5,legacy,347.50,607.50,997.50
1,3,3,5,legacy,347.50,607.50,997.50
1,3,3,5,legacy,347.50,607.50,997.50
1,4,1,5,legacy,347.50,612.50,997.50
1,4,1,5,legacy,347.50,612.50,997.50
1,4,2,5,legacy,347.50,612.50,992.50
1,4,2,5,legacy,347.50,612.50,992.50
1,4,3,5,legacy,347.50,612.50,997.50
1,4,3,5,legacy,347.50,612.50,997.50
1,5,1,5,legacy,347.50,612.50,997.50
1,5,1,5,legacy,347.50,612.50,997.50
1,5,2,5,legacy,347.50,612.50,992.50
1,5,2,5,legacy,347.50,612.50,992.50
1,5,3,5,legacy,347.50,612.50,997.50
1,5,3,5,legacy,347.50,612.50,997.50
0,0,1,15,legacy,347.50,732.50,1132.50
0,0,1,15,legacy,347.50,732.50,1132.50
0,0,2,15,legacy,347.50,732.50,1147.50
0,0,2,15,legacy,347.50,732.50,1147.50
0,0,3,15,legacy,347.50,737.50,1147.50
0,0,3,15,legacy,347.50,737.50,1147.50
0,1,1,15,legacy,347.50,657.50,882.50
0,1,1,15,legacy,347.50,657.50,882.50
0,1,2,15,legacy,347.50,657.50,932.50
0,1,2,15,legacy,347.50,657.50,932.50
0,1,3,15,legacy,347.50,662.50,992.50
0,1,3,15,legacy,347.50,662.50,992.50
0,2,1,15,legacy,347.50,657.50,837.50
0,2,1,15,legacy,347.50,657.50,837.50
0,2,2,15,legacy,347.50,652.50,812.50
0,2,2,15,legacy,347.50,652.50,812.50
0,2,3,15,legacy,347.50,657.50,847.50
0,2,3,15,legacy,347.50,657.50,847.50
0,3,1,15,legacy,347.50,652.50,832.50
0,3,1,15,legacy,347.50,652.50,832.50
0,3,2,15,legacy,347.50,657.50,847.50
0,3,2,15,legacy,347.50,657.50,847.50
0,3,3,15,legacy,347.50,657.50,857.50
0,3,3,15,legacy,347.50,657.50,857.50
0,4,1,15,legacy,347.50,657.50,827.50
0,4,1,15,legacy,347.50,657.50,827.50
0,4,2,15,legacy,347.50,657.50,837.50
0,4,2,15,legacy,347.50,657.50,837.50
0,4,3,15,legacy,347.50,662.50,882.50
0,4,3,15,legacy,347.50,662.50,882.50
0,5,1,15,legacy,347.50,652.50,827.50
0,5,1,15,legacy,347.50,652.50,827.50
0,5,2,15,legacy,347.50,657.50,822.50
0,5,2,15,legacy,347.50,657.50,822.50
0,5,3,15,legacy,347.50,652.50,827.50
0,5,3,15,legacy,347.50,652.50,827.50
1,0,1,15,legacy,347.50,732.50,1132.50
1,0,1,15,legacy,347.50,732.50,1132.50
1,0,2,15,legacy,347.50,737.50,1152.50
1,0,2,15,legacy,347.50,737.50,1152.50
1,0,3,15,legacy,347.50,737.50,1152.50
1,0,3,15,legacy,347.50,737.50,1152.50
1,1,1,15,legacy,347.50,657.50,882.50
1,1,1,15,legacy,347.50,657.50,882.50
1,1,2,15,legacy,347.50,657.50,897.50
1,1,2,15,legacy,347.50,657.50,897.50
1,1,3,15,legacy,347.50,657.50,812.50
1,1,3,15,legacy,347.50,657.50,812.50
1,2,1,15,legacy,347.50,657.50,857.50
1,2,1,15,legacy,347.50,657.50,857.50
1,2,2,15,legacy,347.50,657.50,842.50
1,2,2,15,legacy,347.50,657.50,842.50
1,2,3,15,legacy,347.50,657.50,857.50
1,2,3,15,legacy,347.50,657.50,857.50
1,3,1,15,legacy,347.50,657.50,832.50
1,3,1,15,legacy,347.50,657.50,832.50
1,3,2,15,legacy,347.50,657.50,852.50
1,3,2,15,legacy,347.50,657.50,852.50
1,3,3,15,legacy,347.50,662.50,872.50
