CWds,QSRC,PSRC,nPedca,delay_type,P50_us,P95_us,P99_us
0,0,1,5,all,1852.50,15202.50,23382.50
0,0,2,5,all,1752.50,14557.50,22737.50
0,0,3,5,all,1787.50,15087.50,23362.50
0,1,1,5,all,1922.50,15092.50,23412.50
0,1,2,5,all,1867.50,14822.50,23307.50
0,1,3,5,all,1872.50,15157.50,23857.50
0,2,1,5,all,1812.50,14707.50,23197.50
0,2,2,5,all,1802.50,14892.50,23542.50
0,2,3,5,all,1787.50,14777.50,23282.50
0,3,1,5,all,1857.50,14672.50,23057.50
0,3,2,5,all,1822.50,14302.50,22857.50
0,3,3,5,all,1852.50,14622.50,23422.50
0,4,1,5,all,1907.50,14812.50,23242.50
0,4,2,5,all,1847.50,14332.50,22782.50
0,4,3,5,all,1872.50,14662.50,23222.50
0,5,1,5,all,1877.50,14877.50,23222.50
0,5,2,5,all,1887.50,14707.50,22862.50
0,5,3,5,all,1902.50,14957.50,23307.50
1,0,1,5,all,1852.50,15202.50,23382.50
1,0,2,5,all,1787.50,14897.50,23097.50
1,0,3,5,all,1792.50,15147.50,23362.50
1,1,1,5,all,1927.50,15197.50,23527.50
1,1,2,5,all,1947.50,15562.50,23907.50
1,1,3,5,all,1882.50,15052.50,23732.50
1,2,1,5,all,1787.50,14622.50,23137.50
1,2,2,5,all,1837.50,15272.50,24057.50
1,2,3,5,all,1817.50,14852.50,23692.50
1,3,1,5,all,1872.50,14807.50,23307.50
1,3,2,5,all,1862.50,14767.50,23482.50
1,3,3,5,all,1852.50,14652.50,23177.50
1,4,1,5,all,1877.50,14502.50,22817.50
1,4,2,5,all,1892.50,14692.50,23202.50
1,4,3,5,all,1852.50,14487.50,22762.50
1,5,1,5,all,1912.50,15032.50,23212.50
1,5,2,5,all,1897.50,14897.50,23252.50
1,5,3,5,all,1902.50,14912.50,23287.50
0,0,1,15,all,1862.50,15492.50,23582.50
0,0,2,15,all,1627.50,14807.50,23252.50
0,0,3,15,all,1527.50,14142.50,22457.50
0,1,1,15,all,1937.50,15182.50,23947.50
0,1,2,15,all,1712.50,14102.50,23087.50
0,1,3,15,all,1662.50,14397.50,23907.50
0,2,1,15,all,1767.50,15262.50,24567.50
0,2,2,15,all,1647.50,14457.50,24892.50
0,2,3,15,all,1637.50,14767.50,26002.50
0,3,1,15,all,1832.50,14437.50,24132.50
0,3,2,15,all,1837.50,14517.50,24942.50
0,3,3,15,all,1812.50,14387.50,25032.50
0,4,1,15,all,1922.50,14332.50,23467.50
0,4,2,15,all,1952.50,14492.50,24067.50
0,4,3,15,all,1932.50,14592.50,24327.50
0,5,1,15,all,1997.50,15497.50,24322.50
0,5,2,15,all,1997.50,15512.50,24732.50
0,5,3,15,all,2057.50,16037.50,25177.50
1,0,1,15,all,1862.50,15492.50,23582.50
1,0,2,15,all,1597.50,14292.50,22582.50
1,0,3,15,all,1532.50,14482.50,23092.50
1,1,1,15,all,1997.50,15647.50,24212.50
1,1,2,15,all,1742.50,14207.50,23402.50
1,1,3,15,all,1712.50,14907.50,24482.50
1,2,1,15,all,1752.50,15287.50,24797.50
1,2,2,15,all,1652.50,14677.50,25092.50
1,2,3,15,all,1642.50,14697.50,25667.50
1,3,1,15,all,1812.50,13902.50,23667.50
1,3,2,15,all,1807.50,13892.50,24292.50
1,3,3,15,all,1817.50,14267.50,25267.50
1,4,1,15,all,1972.50,14622.50,24012.50
1,4,2,15,all,1942.50,14512.50,24132.50
1,4,3,15,all,1947.50,14452.50,24107.50
1,5,1,15,all,1982.50,15222.50,23872.50
1,5,2,15,all,1997.50,15357.50,24347.50
1,5,3,15,all,2002.50,15662.50,24837.50
0,0,1,30,all,1817.50,15147.50,23087.50
0,0,2,30,all,1352.50,12972.50,21212.50
0,0,3,30,all,1177.50,11547.50,20547.50
0,1,1,30,all,1802.50,13992.50,22797.50
0,1,2,30,all,1397.50,12382.50,22637.50
0,1,3,30,all,1257.50,9877.50,21187.50
0,2,1,30,all,1622.50,14727.50,25677.50
0,2,2,30,all,1387.50,12277.50,27332.50
0,2,3,30,all,1332.50,12112.50,31257.50
0,3,1,30,all,1767.50,13367.50,25222.50
0,3,2,30,all,1687.50,12837.50,28187.50
0,3,3,30,all,1682.50,13262.50,34427.50
0,4,1,30,all,1967.50,14037.50,24402.50
0,4,2,30,all,1952.50,14357.50,27917.50
0,4,3,30,all,2067.50,16207.50,34302.50
0,5,1,30,all,2067.50,15462.50,25102.50
0,5,2,30,all,2072.50,16382.50,28532.50
0,5,3,30,all,2147.50,17502.50,31292.50
1,0,1,30,all,1817.50,15147.50,23087.50
1,0,2,30,all,1347.50,12902.50,21577.50
1,0,3,30,all,1192.50,11732.50,20937.50
1,1,1,30,all,1937.50,15237.50,24057.50
1,1,2,30,all,1487.50,12622.50,22942.50
1,1,3,30,all,1377.50,11222.50,22447.50
1,2,1,30,all,1602.50,14017.50,25107.50
1,2,2,30,all,1397.50,12077.50,26737.50
1,2,3,30,all,1342.50,11632.50,29682.50
1,3,1,30,all,1817.50,13727.50,25757.50
1,3,2,30,all,1722.50,12677.50,27857.50
1,3,3,30,all,1742.50,13587.50,35067.50
1,4,1,30,all,1992.50,14097.50,24872.50
1,4,2,30,all,1937.50,14027.50,26427.50
1,4,3,30,all,1997.50,15377.50,31202.50
1,5,1,30,all,2107.50,15747.50,25457.50
1,5,2,30,all,2082.50,16287.50,27267.50
1,5,3,30,all,2057.50,16477.50,28542.50
0,0,1,5,legacy,2057.50,15917.50,23862.50
0,0,2,5,legacy,2012.50,15557.50,23427.50
0,0,3,5,legacy,2132.50,16342.50,24147.50
0,1,1,5,legacy,2007.50,15962.50,24052.50
0,1,2,5,legacy,2012.50,15947.50,24057.50
0,1,3,5,legacy,2057.50,16472.50,24772.50
0,2,1,5,legacy,1962.50,15577.50,23692.50
0,2,2,5,legacy,1992.50,15952.50,24042.50
0,2,3,5,legacy,1997.50,15862.50,23987.50
0,3,1,5,legacy,1932.50,15527.50,23667.50
0,3,2,5,legacy,1922.50,15342.50,23632.50
0,3,3,5,legacy,1952.50,15712.50,24097.50
0,4,1,5,legacy,1947.50,15552.50,23767.50
0,4,2,5,legacy,1882.50,15152.50,23317.50
0,4,3,5,legacy,1912.50,15482.50,23937.50
0,5,1,5,legacy,1887.50,15392.50,23622.50
0,5,2,5,legacy,1902.50,15217.50,23282.50
0,5,3,5,legacy,1927.50,15452.50,23712.50
1,0,1,5,legacy,2057.50,15917.50,23862.50
1,0,2,5,legacy,2067.50,15942.50,23907.50
1,0,3,5,legacy,2152.50,16452.50,24257.50
1,1,1,5,legacy,2027.50,16072.50,24202.50
1,1,2,5,legacy,2137.50,16777.50,24847.50
1,1,3,5,legacy,2047.50,16317.50,24597.50
1,2,1,5,legacy,1927.50,15462.50,23682.50
1,2,2,5,legacy,2062.50,16407.50,24867.50
1,2,3,5,legacy,2037.50,16027.50,24477.50
1,3,1,5,legacy,1957.50,15667.50,23862.50
1,3,2,5,legacy,1967.50,15842.50,24197.50
1,3,3,5,legacy,1957.50,15767.50,23897.50
1,4,1,5,legacy,1907.50,15277.50,23452.50
1,4,2,5,legacy,1927.50,15607.50,23862.50
1,4,3,5,legacy,1882.50,15337.50,23382.50
1,5,1,5,legacy,1922.50,15512.50,23722.50
1,5,2,5,legacy,1917.50,15432.50,23727.50
1,5,3,5,legacy,1917.50,15462.50,23807.50
0,0,1,15,legacy,2362.50,17112.50,24902.50
0,0,2,15,legacy,2392.50,17427.50,25052.50
0,0,3,15,legacy,2422.50,17262.50,24577.50
0,1,1,15,legacy,2172.50,16902.50,25102.50
0,1,2,15,legacy,2142.50,16622.50,24592.50
0,1,3,15,legacy,2292.50,17737.50,25957.50
0,2,1,15,legacy,2177.50,17237.50,25452.50
0,2,2,15,legacy,2212.50,17547.50,25907.50
0,2,3,15,legacy,2267.50,18372.50,27097.50
0,3,1,15,legacy,2057.50,16797.50,25187.50
0,3,2,15,legacy,2147.50,17607.50,26382.50
0,3,3,15,legacy,2142.50,17812.50,26717.50
0,4,1,15,legacy,2012.50,16377.50,24892.50
0,4,2,15,legacy,2087.50,16922.50,25682.50
0,4,3,15,legacy,2072.50,17207.50,26167.50
0,5,1,15,legacy,2022.50,16832.50,25532.50
0,5,2,15,legacy,2037.50,16857.50,25932.50
0,5,3,15,legacy,2082.50,17322.50,26522.50
1,0,1,15,legacy,2362.50,17112.50,24902.50
1,0,2,15,legacy,2312.50,16872.50,24367.50
1,0,3,15,legacy,2432.50,17757.50,25182.50
