sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,944116,61,3,RTS_COLLISION
0,979964,88,6,SUCCESS
0,986355,34,0,RTS_COLLISION
0,999948,97,7,SUCCESS
0,1.02125e+06,34,0,SUCCESS
0,1.03979e+06,52,2,SUCCESS
0,1.05856e+06,79,5,SUCCESS
0,1.06799e+06,97,7,SUCCESS
0,1.07555e+06,97,7,SUCCESS
0,1.08725e+06,52,2,SUCCESS
0,1.09941e+06,88,6,SUCCESS
0,1.10601e+06,3734,411,TIMING_EXPIRED
0,1.12639e+06,2105,230,TIMING_EXPIRED
0,1.17528e+06,958,103,TIMING_EXPIRED
0,1.20097e+06,61,3,SUCCESS
0,1.22656e+06,88,6,SUCCESS
0,1.2418e+06,70,4,SUCCESS
0,1.2483e+06,61,3,SUCCESS
0,1.2541e+06,43,1,RTS_COLLISION
0,1.2768e+06,88,6,SUCCESS
0,1.32235e+06,34,0,RTS_COLLISION
0,1.33786e+06,43,1,RTS_COLLISION
0,1.35987e+06,43,1,RTS_COLLISION
0,1.37414e+06,70,4,SUCCESS
0,1.3818e+06,88,6,SUCCESS
0,1.39504e+06,43,1,RTS_COLLISION
0,1.40691e+06,61,3,SUCCESS
0,1.43106e+06,88,6,SUCCESS
0,1.45605e+06,88,6,SUCCESS
0,1.46245e+06,492,51,TIMING_EXPIRED
0,1.48221e+06,43,1,RTS_COLLISION
0,1.48859e+06,43,1,SUCCESS
0,1.49977e+06,34,0,SUCCESS
0,1.51237e+06,61,3,SUCCESS
0,1.53147e+06,79,5,SUCCESS
0,1.54684e+06,79,5,SUCCESS
0,1.57136e+06,79,5,SUCCESS
0,1.57933e+06,34,0,RTS_COLLISION
0,1.58807e+06,97,7,SUCCESS
0,1.59303e+06,34,0,SUCCESS
0,1.63242e+06,70,4,SUCCESS
0,1.65762e+06,474,49,TIMING_EXPIRED
0,1.67364e+06,97,7,SUCCESS
0,1.68343e+06,34,0,RTS_COLLISION
0,1.69735e+06,43,1,RTS_COLLISION
0,1.75498e+06,565,59,TIMING_EXPIRED
0,1.76674e+06,97,7,SUCCESS
0,1.78661e+06,97,7,SUCCESS
0,1.79301e+06,61,3,SUCCESS
0,1.80346e+06,34,0,RTS_COLLISION
0,1.80929e+06,61,3,SUCCESS
0,1.81798e+06,79,5,SUCCESS
0,1.84326e+06,97,7,SUCCESS
0,1.85054e+06,97,7,SUCCESS
0,1.8679e+06,52,2,SUCCESS
0,1.8954e+06,43,1,RTS_COLLISION
0,1.90761e+06,34,0,RTS_COLLISION
0,1.91184e+06,34,0,RTS_COLLISION
0,1.92696e+06,70,4,SUCCESS
0,1.9538e+06,79,5,SUCCESS
0,1.96991e+06,97,7,SUCCESS
0,1.98616e+06,70,4,SUCCESS
0,2.00005e+06,43,1,RTS_COLLISION
0,2.01242e+06,70,4,SUCCESS
0,2.02413e+06,70,4,SUCCESS
0,2.04182e+06,43,1,RTS_COLLISION
0,2.06546e+06,97,7,SUCCESS
0,2.0804e+06,43,1,SUCCESS
0,2.10589e+06,88,6,SUCCESS
0,2.1151e+06,97,7,SUCCESS
0,2.12197e+06,61,3,SUCCESS
0,2.1559e+06,583,61,TIMING_EXPIRED
0,2.17454e+06,34,0,SUCCESS
0,2.18556e+06,79,5,SUCCESS
0,2.19516e+06,79,5,SUCCESS
0,2.20325e+06,43,1,RTS_COLLISION
0,2.22378e+06,61,3,SUCCESS
0,2.23364e+06,61,3,SUCCESS
0,2.25658e+06,70,4,SUCCESS
0,2.26403e+06,492,51,TIMING_EXPIRED
0,2.29799e+06,43,1,SUCCESS
0,2.31363e+06,88,6,SUCCESS
0,2.33121e+06,34,0,RTS_COLLISION
0,2.34364e+06,61,3,RTS_COLLISION
0,2.37746e+06,43,1,RTS_COLLISION
0,2.41572e+06,34,0,SUCCESS
0,2.44856e+06,79,5,SUCCESS
0,2.47492e+06,70,4,RTS_COLLISION
0,2.48911e+06,61,3,SUCCESS
0,2.50435e+06,1778,194,TIMING_EXPIRED
0,2.51811e+06,3030,333,TIMING_EXPIRED
0,2.53695e+06,97,7,SUCCESS
0,2.54696e+06,97,7,SUCCESS
0,2.55198e+06,1351,146,TIMING_EXPIRED
0,2.58538e+06,34,0,RTS_COLLISION
0,2.59268e+06,88,6,SUCCESS
0,2.60267e+06,34,0,SUCCESS
0,2.6194e+06,465,48,TIMING_EXPIRED
0,2.63109e+06,61,3,SUCCESS
0,2.64962e+06,88,6,SUCCESS
0,2.66645e+06,34,0,SUCCESS
0,2.66991e+06,52,2,SUCCESS
0,2.67842e+06,88,6,SUCCESS
0,2.7036e+06,492,51,TIMING_EXPIRED
0,2.73022e+06,52,2,SUCCESS
0,2.77751e+06,70,4,SUCCESS
0,2.8171e+06,34,0,RTS_COLLISION
0,2.83278e+06,483,50,TIMING_EXPIRED
0,2.84794e+06,34,0,RTS_COLLISION
0,2.85724e+06,52,2,SUCCESS
0,2.86608e+06,52,2,SUCCESS
0,2.9055e+06,79,5,SUCCESS
0,2.91972e+06,43,1,RTS_COLLISION
0,2.93021e+06,61,3,SUCCESS
