sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,907417,105,8,SUCCESS
0,1.04979e+06,51,2,SUCCESS
0,1.10124e+06,105,8,SUCCESS
0,1.12751e+06,42,1,SUCCESS
0,1.16898e+06,538,56,TIMING_EXPIRED
0,1.26543e+06,69,4,SUCCESS
0,1.38354e+06,538,56,TIMING_EXPIRED
0,1.46356e+06,51,2,SUCCESS
0,1.53523e+06,87,6,RTS_COLLISION
0,1.59008e+06,97,7,SUCCESS
0,1.70244e+06,69,4,SUCCESS
0,1.73894e+06,538,56,TIMING_EXPIRED
0,1.82537e+06,52,2,SUCCESS
0,1.83887e+06,78,5,SUCCESS
0,2.02973e+06,60,3,SUCCESS
0,2.13739e+06,97,7,SUCCESS
0,2.171e+06,87,6,SUCCESS
0,2.27042e+06,42,1,SUCCESS
0,2.27607e+06,78,5,SUCCESS
0,2.32576e+06,60,3,SUCCESS
0,2.39653e+06,69,4,SUCCESS
0,2.41033e+06,529,55,TIMING_EXPIRED
0,2.43954e+06,538,56,TIMING_EXPIRED
0,2.45894e+06,79,5,SUCCESS
0,2.51854e+06,42,1,SUCCESS
0,2.56418e+06,43,1,SUCCESS
0,2.58021e+06,51,2,SUCCESS
0,2.64292e+06,541,56,TIMING_EXPIRED
0,2.69245e+06,43,1,SUCCESS
0,2.78424e+06,43,1,SUCCESS
0,2.79609e+06,52,2,SUCCESS
0,2.83403e+06,60,3,SUCCESS
0,2.94586e+06,61,3,SUCCESS
0,3.01533e+06,70,4,SUCCESS
0,3.02375e+06,34,0,SUCCESS
0,3.02754e+06,51,2,SUCCESS
0,3.04684e+06,78,5,SUCCESS
0,3.07209e+06,52,2,SUCCESS
0,3.07855e+06,42,1,SUCCESS
0,3.20198e+06,88,6,SUCCESS
0,3.2296e+06,61,3,SUCCESS
0,3.24852e+06,78,5,SUCCESS
0,3.32694e+06,60,3,SUCCESS
0,3.33436e+06,69,4,RTS_COLLISION
0,3.45361e+06,87,6,SUCCESS
0,3.46339e+06,51,2,SUCCESS
0,3.47274e+06,956,102,TIMING_EXPIRED
0,3.50905e+06,51,2,SUCCESS
0,3.58685e+06,88,6,SUCCESS
0,3.62413e+06,2510,275,TIMING_EXPIRED
0,3.70876e+06,42,1,SUCCESS
0,3.74776e+06,42,1,SUCCESS
0,3.77424e+06,69,4,SUCCESS
0,3.8961e+06,87,6,RTS_COLLISION
0,3.98452e+06,69,4,SUCCESS
0,3.99152e+06,105,8,SUCCESS
0,4.00986e+06,70,4,SUCCESS
0,4.02955e+06,78,5,SUCCESS
0,4.09199e+06,96,7,SUCCESS
0,4.11147e+06,105,8,SUCCESS
0,4.12938e+06,538,56,TIMING_EXPIRED
0,4.2461e+06,3353,369,TIMING_EXPIRED
0,4.32646e+06,60,3,SUCCESS
0,4.34073e+06,51,2,SUCCESS
0,4.4485e+06,69,4,SUCCESS
0,4.68063e+06,87,6,RTS_COLLISION
0,4.77132e+06,51,2,SUCCESS
0,4.79641e+06,105,8,RTS_COLLISION
0,4.83844e+06,1491,162,TIMING_EXPIRED
0,4.86023e+06,87,6,SUCCESS
0,5.07505e+06,79,5,SUCCESS
0,5.08854e+06,97,7,SUCCESS
0,5.12091e+06,79,5,SUCCESS
0,5.13715e+06,97,7,SUCCESS
0,5.14906e+06,87,6,SUCCESS
0,5.16716e+06,1719,187,TIMING_EXPIRED
0,5.206e+06,3072,338,TIMING_EXPIRED
0,5.33366e+06,1184,128,TIMING_EXPIRED
0,5.35709e+06,69,4,SUCCESS
0,5.36892e+06,78,5,SUCCESS
0,5.42924e+06,42,1,SUCCESS
0,5.46724e+06,51,2,SUCCESS
0,5.51537e+06,43,1,SUCCESS
0,5.59985e+06,105,8,SUCCESS
0,5.62615e+06,529,55,TIMING_EXPIRED
0,5.71106e+06,51,2,SUCCESS
0,5.71968e+06,96,7,SUCCESS
0,5.7964e+06,51,2,SUCCESS
0,5.8104e+06,87,6,SUCCESS
0,5.83924e+06,766,81,TIMING_EXPIRED
0,5.85617e+06,43,1,SUCCESS
0,5.90749e+06,51,2,SUCCESS
0,5.91674e+06,51,2,SUCCESS
0,5.92698e+06,51,2,SUCCESS
0,5.96945e+06,88,6,SUCCESS
0,6.0143e+06,60,3,SUCCESS
0,6.02217e+06,69,4,SUCCESS
0,6.14273e+06,78,5,SUCCESS
0,6.28454e+06,34,0,SUCCESS
0,6.32812e+06,69,4,SUCCESS
0,6.33977e+06,48,2,SUCCESS
0,6.3644e+06,34,0,SUCCESS
0,6.38144e+06,69,4,SUCCESS
0,6.45294e+06,96,7,SUCCESS
0,6.46688e+06,529,55,TIMING_EXPIRED
0,6.50059e+06,97,7,SUCCESS
0,6.51899e+06,69,4,SUCCESS
0,6.76278e+06,52,2,SUCCESS
0,6.80201e+06,985,106,TIMING_EXPIRED
0,6.82295e+06,69,4,SUCCESS
0,6.84787e+06,194,18,SUCCESS
0,6.91704e+06,3020,332,TIMING_EXPIRED
0,6.97689e+06,60,3,SUCCESS
0,6.98988e+06,51,2,SUCCESS
0,6.99843e+06,60,3,RTS_COLLISION
0,7.04053e+06,42,1,SUCCESS
0,7.12278e+06,97,7,SUCCESS
0,7.14402e+06,87,6,SUCCESS
0,7.16047e+06,60,3,SUCCESS
0,7.35498e+06,69,4,SUCCESS
0,7.37125e+06,105,8,SUCCESS
0,7.48143e+06,61,3,SUCCESS
0,7.57954e+06,42,1,SUCCESS
0,7.61642e+06,52,2,SUCCESS
0,7.67382e+06,51,2,SUCCESS
0,7.74209e+06,87,6,RTS_COLLISION
0,7.7655e+06,69,4,SUCCESS
