sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,980795,111,9,RTS_COLLISION
0,1.03706e+06,90,6,SUCCESS
0,1.0842e+06,108,8,SUCCESS
0,1.15317e+06,108,8,RTS_COLLISION
0,1.28971e+06,54,2,SUCCESS
0,1.3103e+06,90,6,SUCCESS
0,1.33708e+06,818,87,TIMING_EXPIRED
0,1.38179e+06,675,71,TIMING_EXPIRED
0,1.41515e+06,88,6,SUCCESS
0,1.4297e+06,81,5,SUCCESS
0,1.4691e+06,99,7,SUCCESS
0,1.52205e+06,99,7,SUCCESS
0,1.53673e+06,3370,371,TIMING_EXPIRED
0,1.67596e+06,51,2,SUCCESS
0,1.69711e+06,99,7,SUCCESS
0,1.72136e+06,1691,184,TIMING_EXPIRED
0,1.78667e+06,43,1,SUCCESS
0,1.80117e+06,54,2,SUCCESS
0,1.87941e+06,90,6,SUCCESS
0,1.8835e+06,72,4,SUCCESS
0,1.89405e+06,108,8,RTS_COLLISION
0,1.91507e+06,34,0,SUCCESS
0,1.92685e+06,72,4,SUCCESS
0,1.95568e+06,81,5,SUCCESS
0,1.98639e+06,79,5,SUCCESS
0,2.09008e+06,99,7,SUCCESS
0,2.09947e+06,52,2,SUCCESS
0,2.17293e+06,54,2,SUCCESS
0,2.17956e+06,535,56,TIMING_EXPIRED
0,2.22704e+06,90,6,SUCCESS
0,2.2775e+06,90,6,SUCCESS
0,2.29947e+06,99,7,SUCCESS
0,2.31107e+06,81,5,SUCCESS
0,2.36717e+06,90,6,SUCCESS
0,2.38714e+06,72,4,SUCCESS
0,2.39893e+06,72,4,SUCCESS
0,2.45242e+06,79,5,SUCCESS
0,2.47187e+06,54,2,SUCCESS
0,2.4804e+06,54,2,SUCCESS
0,2.51848e+06,227,21,TIMING_EXPIRED
0,2.65688e+06,97,7,SUCCESS
0,2.96666e+06,63,3,SUCCESS
0,2.99294e+06,54,2,SUCCESS
0,3.0297e+06,553,58,TIMING_EXPIRED
0,3.07375e+06,72,4,SUCCESS
0,3.09623e+06,550,57,TIMING_EXPIRED
0,3.11217e+06,99,7,SUCCESS
0,3.15378e+06,672,71,TIMING_EXPIRED
0,3.17598e+06,81,5,SUCCESS
0,3.19893e+06,97,7,SUCCESS
0,3.26824e+06,3711,409,TIMING_EXPIRED
0,3.31438e+06,99,7,SUCCESS
0,3.32572e+06,63,3,SUCCESS
