time_us,node_id,frame_type,size_bytes
1.00007e+06,10,RTS,20
1.00015e+06,20,CTS,14
1.00021e+06,10,QOSDATA_TID6,1066
1.00039e+06,20,ACK,14
1.00044e+06,10,CTL,20
1.00053e+06,14,RTS,20
1.00053e+06,11,RTS,20
1.00067e+06,14,RTS,20
1.00075e+06,20,CTS,14
1.00081e+06,14,QOSDATA_TID6,1066
1.001e+06,20,ACK,14
1.00104e+06,14,CTL,20
1.00113e+06,11,RTS,20
1.00121e+06,20,CTS,14
1.00127e+06,11,QOSDATA_TID6,1066
1.00145e+06,20,ACK,14
1.0015e+06,11,CTL,20
1.00158e+06,7,RTS,20
1.00158e+06,0,RTS,20
1.00172e+06,20,RTS,20
1.00172e+06,0,RTS,20
1.00188e+06,0,CTS,14
1.00196e+06,0,RTS,20
1.00204e+06,20,CTS,14
1.0021e+06,0,QOSDATA_TID6,1066
1.00229e+06,20,ACK,14
1.00233e+06,0,CTL,20
1.00243e+06,18,RTS,20
1.00243e+06,8,RTS,20
1.00243e+06,12,RTS,20
1.00255e+06,16,RTS,20
1.00255e+06,4,RTS,20
1.00267e+06,3,RTS,20
1.00275e+06,20,CTS,14
1.00281e+06,3,QOSDATA_TID6,1066
1.003e+06,20,ACK,14
1.00304e+06,3,CTL,20
1.00313e+06,11,RTS,20
1.00313e+06,4,RTS,20
1.00326e+06,6,RTS,20
1.00334e+06,20,CTS,14
1.0034e+06,6,QOSDATA_TID6,1066
1.00358e+06,20,ACK,14
1.00362e+06,6,CTL,20
1.00371e+06,7,RTS,20
1.00371e+06,16,RTS,20
1.00371e+06,4,RTS,20
1.00379e+06,20,CTS,14
1.00385e+06,7,QOSDATA_TID6,1066
1.00403e+06,20,ACK,14
1.00408e+06,7,CTL,20
1.00416e+06,17,RTS,20
1.00416e+06,4,RTS,20
1.00424e+06,20,CTS,14
1.0043e+06,17,QOSDATA_TID6,1066
1.00449e+06,20,ACK,14
1.00453e+06,17,CTL,20
1.00462e+06,2,RTS,20
1.00462e+06,10,RTS,20
1.0047e+06,20,CTS,14
1.00476e+06,2,QOSDATA_TID6,1066
1.00494e+06,20,ACK,14
1.00499e+06,2,CTL,20
1.00508e+06,11,RTS,20
1.00508e+06,15,RTS,20
1.0052e+06,18,RTS,20
1.00528e+06,20,CTS,14
1.00534e+06,18,QOSDATA_TID6,1066
1.00553e+06,20,ACK,14
1.00557e+06,18,CTL,20
1.00566e+06,10,RTS,20
1.00574e+06,20,CTS,14
1.0058e+06,10,QOSDATA_TID6,1066
1.00598e+06,20,ACK,14
1.00602e+06,10,CTL,20
1.00612e+06,19,RTS,20
1.00612e+06,1,RTS,20
1.00612e+06,12,RTS,20
1.00625e+06,13,RTS,20
1.00633e+06,20,CTS,14
1.00639e+06,13,QOSDATA_TID0,66
1.00646e+06,20,ACK,14
1.00652e+06,5,RTS,20
1.00652e+06,12,RTS,20
1.00664e+06,11,RTS,20
1.00672e+06,20,CTS,14
1.00678e+06,11,QOSDATA_TID6,1066
1.00696e+06,20,ACK,14
1.00701e+06,11,CTL,20
1.00709e+06,16,RTS,20
1.00717e+06,20,CTS,14
1.00723e+06,16,QOSDATA_TID6,1066
1.00742e+06,20,ACK,14
1.00746e+06,16,CTL,20
1.00755e+06,4,RTS,20
1.00755e+06,1,RTS,20
1.00755e+06,18,RTS,20
1.00768e+06,14,RTS,20
1.00776e+06,20,CTS,14
1.00782e+06,14,QOSDATA_TID6,1066
1.008e+06,20,ACK,14
1.00805e+06,14,CTL,20
1.00814e+06,8,RTS,20
1.00814e+06,19,RTS,20
1.00822e+06,20,CTS,14
1.00828e+06,8,QOSDATA_TID6,1066
1.00847e+06,20,ACK,14
1.00851e+06,8,QOSDATA_TID6,1066
1.00869e+06,20,ACK,14
1.00874e+06,8,CTL,20
1.00882e+06,19,RTS,20
1.00882e+06,4,RTS,20
1.0089e+06,20,CTS,14
1.00896e+06,19,QOSDATA_TID6,1066
1.00915e+06,20,ACK,14
1.00919e+06,19,CTL,20
1.00928e+06,0,RTS,20
1.00936e+06,20,CTS,14
1.00942e+06,0,QOSDATA_TID6,1066
1.0096e+06,20,ACK,14
1.00965e+06,0,CTL,20
1.00973e+06,18,RTS,20
1.00973e+06,7,RTS,20
1.00973e+06,16,RTS,20
1.00973e+06,4,RTS,20
1.00987e+06,5,RTS,20
1.00988e+06,18,RTS,20
1.00995e+06,20,CTS,14
1.01001e+06,5,QOSDATA_TID6,1066
1.0102e+06,20,ACK,14
1.01024e+06,5,CTL,20
1.01035e+06,1,RTS,20
1.01043e+06,20,CTS,14
1.01049e+06,1,QOSDATA_TID6,1066
1.01068e+06,20,ACK,14
1.01072e+06,1,CTL,20
1.01081e+06,12,RTS,20
1.01081e+06,11,RTS,20
1.01081e+06,18,RTS,20
1.01089e+06,20,CTS,14
1.01095e+06,12,QOSDATA_TID6,1066
1.01113e+06,20,ACK,14
