sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,122671,34,0,RTS_COLLISION
0,1.87696e+06,70,4,SUCCESS
0,2.06265e+06,88,6,SUCCESS
0,2.26792e+06,52,2,SUCCESS
0,2.40531e+06,88,6,SUCCESS
0,2.76562e+06,1497,163,TIMING_EXPIRED
0,2.88435e+06,43,1,RTS_COLLISION
0,3.36485e+06,70,4,SUCCESS
0,3.41666e+06,79,5,SUCCESS
0,3.42915e+06,43,1,RTS_COLLISION
0,3.72308e+06,1409,153,TIMING_EXPIRED
0,4.3675e+06,1590,173,TIMING_EXPIRED
0,4.50416e+06,34,0,RTS_COLLISION
0,4.73279e+06,43,1,RTS_COLLISION
0,4.75739e+06,34,0,RTS_COLLISION
0,4.82098e+06,702,74,TIMING_EXPIRED
0,4.89318e+06,34,0,RTS_COLLISION
0,5.00653e+06,34,0,RTS_COLLISION
0,5.40446e+06,79,5,SUCCESS
0,5.54435e+06,34,0,RTS_COLLISION
0,5.59146e+06,1195,129,TIMING_EXPIRED
0,5.70401e+06,61,3,SUCCESS
0,5.74716e+06,702,74,TIMING_EXPIRED
0,5.84542e+06,34,0,RTS_COLLISION
0,5.997e+06,70,4,SUCCESS
0,6.22921e+06,97,7,SUCCESS
0,6.26937e+06,1824,199,TIMING_EXPIRED
0,6.50135e+06,483,50,TIMING_EXPIRED
0,6.53281e+06,79,5,SUCCESS
0,6.70836e+06,79,5,SUCCESS
0,6.9243e+06,61,3,SUCCESS
0,6.97307e+06,70,4,SUCCESS
0,7.05382e+06,61,3,SUCCESS
0,7.08033e+06,43,1,RTS_COLLISION
0,7.08989e+06,52,2,SUCCESS
0,7.20715e+06,52,2,SUCCESS
0,7.3625e+06,79,5,SUCCESS
0,7.56644e+06,61,3,SUCCESS
0,7.95143e+06,61,3,SUCCESS
0,7.98944e+06,52,2,SUCCESS
0,8.19747e+06,465,48,TIMING_EXPIRED
0,8.61277e+06,43,1,RTS_COLLISION
0,8.79483e+06,70,4,SUCCESS
0,9.14996e+06,43,1,RTS_COLLISION
0,9.19524e+06,97,7,SUCCESS
0,9.37436e+06,61,3,SUCCESS
0,9.57072e+06,97,7,SUCCESS
0,9.60449e+06,70,4,SUCCESS
0,9.69205e+06,97,7,SUCCESS
