time_us,node_id,frame_type,size_bytes
1.00014e+06,20,ACK,14
1.00018e+06,4,CTL,20
1.00027e+06,9,RTS,20
1.00027e+06,0,RTS,20
1.00035e+06,20,CTS,14
1.00041e+06,9,QOSDATA_TID6,1066
1.00059e+06,20,ACK,14
1.00064e+06,9,CTL,20
1.00072e+06,14,RTS,20
1.0008e+06,20,CTS,14
1.00086e+06,14,QOSDATA_TID6,1066
1.00105e+06,20,ACK,14
1.00109e+06,14,CTL,20
1.00118e+06,13,RTS,20
1.00118e+06,11,RTS,20
1.00126e+06,20,CTS,14
1.00132e+06,13,QOSDATA_TID0,66
1.00139e+06,20,ACK,14
1.00146e+06,20,QOSDATA_TID0,66
1.00161e+06,3,RTS,20
1.00161e+06,11,RTS,20
1.00169e+06,20,CTS,14
1.00175e+06,3,QOSDATA_TID6,1066
1.00193e+06,20,ACK,14
1.00197e+06,3,CTL,20
1.00207e+06,12,RTS,20
1.00215e+06,20,CTS,14
1.00221e+06,12,QOSDATA_TID6,1066
1.00239e+06,20,ACK,14
1.00244e+06,12,CTL,20
1.00252e+06,18,RTS,20
1.0026e+06,20,CTS,14
1.00266e+06,18,QOSDATA_TID6,1066
1.00285e+06,20,ACK,14
1.00289e+06,18,CTL,20
1.00298e+06,10,RTS,20
1.00306e+06,20,CTS,14
1.00312e+06,10,QOSDATA_TID6,1066
1.0033e+06,20,ACK,14
1.00334e+06,10,CTL,20
1.00343e+06,0,CTS,14
1.00343e+06,19,RTS,20
1.00354e+06,0,RTS,20
1.00362e+06,20,CTS,14
1.00368e+06,0,QOSDATA_TID6,1066
1.00386e+06,20,ACK,14
1.00391e+06,0,CTL,20
1.00399e+06,15,RTS,20
1.00399e+06,17,RTS,20
1.00412e+06,8,RTS,20
1.0042e+06,20,CTS,14
1.00426e+06,8,QOSDATA_TID6,1066
1.00445e+06,20,ACK,14
1.00449e+06,8,CTL,20
1.00459e+06,7,RTS,20
1.00467e+06,20,CTS,14
1.00473e+06,7,QOSDATA_TID6,1066
1.00491e+06,20,ACK,14
1.00495e+06,7,CTL,20
1.00504e+06,19,RTS,20
1.00504e+06,11,RTS,20
1.00517e+06,6,RTS,20
1.00525e+06,20,CTS,14
1.00531e+06,6,QOSDATA_TID6,1066
1.0055e+06,20,ACK,14
1.00554e+06,6,CTL,20
1.00564e+06,11,RTS,20
1.00564e+06,17,RTS,20
1.00578e+06,0,RTS,20
1.00586e+06,20,CTS,14
1.00592e+06,0,QOSDATA_TID6,1066
1.0061e+06,20,ACK,14
1.00614e+06,0,CTL,20
1.00623e+06,11,RTS,20
1.00631e+06,20,CTS,14
1.00637e+06,11,QOSDATA_TID6,1066
1.00655e+06,20,ACK,14
1.0066e+06,11,CTL,20
1.00669e+06,16,RTS,20
1.00677e+06,20,CTS,14
1.00683e+06,16,QOSDATA_TID6,1066
1.00702e+06,20,ACK,14
1.00706e+06,16,CTL,20
1.00715e+06,9,RTS,20
1.00723e+06,20,CTS,14
1.00729e+06,9,QOSDATA_TID6,1066
1.00747e+06,20,ACK,14
1.00751e+06,9,CTL,20
1.0076e+06,15,RTS,20
1.00768e+06,20,CTS,14
1.00774e+06,15,QOSDATA_TID6,1066
1.00792e+06,20,ACK,14
1.00797e+06,15,CTL,20
1.00805e+06,19,RTS,20
1.00805e+06,1,RTS,20
1.00813e+06,20,CTS,14
1.00819e+06,1,QOSDATA_TID6,1066
1.00838e+06,20,ACK,14
1.00842e+06,1,CTL,20
1.00852e+06,2,RTS,20
1.00852e+06,4,RTS,20
1.00852e+06,17,RTS,20
1.00852e+06,19,RTS,20
1.0086e+06,20,CTS,14
1.00866e+06,4,QOSDATA_TID6,1066
1.00884e+06,20,ACK,14
1.00888e+06,4,CTL,20
1.00897e+06,14,RTS,20
1.00905e+06,20,CTS,14
1.00911e+06,14,QOSDATA_TID6,1066
1.0093e+06,20,ACK,14
1.00934e+06,14,CTL,20
1.00942e+06,19,RTS,20
1.0095e+06,20,CTS,14
1.00956e+06,19,QOSDATA_TID6,1066
1.00975e+06,20,ACK,14
1.00979e+06,19,QOSDATA_TID6,1066
1.00998e+06,20,ACK,14
1.01002e+06,19,CTL,20
1.01011e+06,17,RTS,20
1.01019e+06,20,CTS,14
