time_us,node_id,frame_type,size_bytes
1.0001e+06,20,ACK,14
1.00015e+06,4,CTL,20
1.00023e+06,15,RTS,20
1.00023e+06,13,RTS,20
1.00038e+06,13,RTS,20
1.00046e+06,20,CTS,14
1.00052e+06,13,QOSDATA_TID6,1066
1.0007e+06,20,ACK,14
1.00074e+06,13,CTL,20
1.00085e+06,16,RTS,20
1.00085e+06,0,RTS,20
1.00085e+06,12,RTS,20
1.00093e+06,20,CTS,14
1.00099e+06,12,QOSDATA_TID6,1066
1.00117e+06,20,ACK,14
1.00122e+06,12,CTL,20
1.0013e+06,6,RTS,20
1.0013e+06,16,RTS,20
1.00138e+06,20,CTS,14
1.00144e+06,6,QOSDATA_TID6,1066
1.00162e+06,20,ACK,14
1.00167e+06,6,CTL,20
1.00176e+06,1,RTS,20
1.00176e+06,16,RTS,20
1.00184e+06,20,CTS,14
1.0019e+06,1,QOSDATA_TID6,1066
1.00208e+06,20,ACK,14
1.00212e+06,1,CTL,20
1.00222e+06,16,RTS,20
1.0023e+06,20,CTS,14
1.00236e+06,16,QOSDATA_TID6,1066
1.00254e+06,20,ACK,14
1.00259e+06,16,CTL,20
1.00267e+06,9,RTS,20
1.00267e+06,17,RTS,20
1.00279e+06,7,RTS,20
1.00287e+06,20,CTS,14
1.00293e+06,7,QOSDATA_TID6,1066
1.00312e+06,20,ACK,14
1.00316e+06,7,CTL,20
1.00326e+06,17,RTS,20
1.00326e+06,15,RTS,20
1.0034e+06,15,RTS,20
1.00348e+06,20,CTS,14
1.00354e+06,15,QOSDATA_TID6,1066
1.00372e+06,20,ACK,14
1.00377e+06,15,CTL,20
1.00385e+06,17,RTS,20
1.00385e+06,13,RTS,20
1.004e+06,17,RTS,20
1.004e+06,13,RTS,20
1.00415e+06,11,RTS,20
1.00423e+06,20,CTS,14
1.00429e+06,11,QOSDATA_TID6,1066
1.00447e+06,20,ACK,14
1.00451e+06,11,CTL,20
1.0046e+06,19,RTS,20
1.00468e+06,20,CTS,14
1.00474e+06,19,QOSDATA_TID6,1066
1.00492e+06,20,ACK,14
1.00497e+06,19,CTL,20
1.00505e+06,18,RTS,20
1.00505e+06,4,RTS,20
1.00505e+06,17,RTS,20
1.00518e+06,8,RTS,20
1.00526e+06,20,CTS,14
1.00532e+06,8,QOSDATA_TID6,1066
1.00551e+06,20,ACK,14
1.00555e+06,8,CTL,20
1.00564e+06,3,RTS,20
1.00572e+06,20,CTS,14
1.00578e+06,3,QOSDATA_TID6,1066
1.00596e+06,20,ACK,14
1.00601e+06,3,CTL,20
1.00609e+06,10,RTS,20
1.00609e+06,0,CTS,14
1.00609e+06,13,RTS,20
1.00624e+06,13,RTS,20
1.00632e+06,20,CTS,14
1.00638e+06,13,QOSDATA_TID6,1066
1.00656e+06,20,ACK,14
1.0066e+06,13,CTL,20
1.00669e+06,17,RTS,20
1.00677e+06,20,CTS,14
1.00683e+06,17,QOSDATA_TID6,1066
1.00702e+06,20,ACK,14
1.00706e+06,17,CTL,20
1.00714e+06,18,RTS,20
1.00722e+06,20,CTS,14
1.00728e+06,18,QOSDATA_TID6,1066
1.00747e+06,20,ACK,14
1.00751e+06,18,CTL,20
1.0076e+06,10,RTS,20
1.0076e+06,9,RTS,20
1.00768e+06,20,CTS,14
1.00774e+06,10,QOSDATA_TID6,1066
1.00792e+06,20,ACK,14
1.00797e+06,10,CTL,20
1.00807e+06,12,RTS,20
1.00807e+06,4,RTS,20
1.00815e+06,20,CTS,14
1.00821e+06,4,QOSDATA_TID6,1066
1.0084e+06,20,ACK,14
1.00844e+06,4,CTL,20
1.00852e+06,12,RTS,20
1.0086e+06,20,CTS,14
1.00866e+06,12,QOSDATA_TID6,1066
1.00885e+06,20,ACK,14
1.00889e+06,12,CTL,20
1.00898e+06,15,RTS,20
1.00906e+06,20,CTS,14
1.00912e+06,15,QOSDATA_TID6,1066
1.0093e+06,20,ACK,14
1.00935e+06,15,CTL,20
1.00944e+06,16,RTS,20
1.00944e+06,7,RTS,20
1.00952e+06,20,CTS,14
1.00958e+06,7,QOSDATA_TID6,1066
1.00977e+06,20,ACK,14
1.00981e+06,7,CTL,20
1.00991e+06,9,RTS,20
1.00999e+06,20,CTS,14
1.01005e+06,9,QOSDATA_TID6,1066
1.01024e+06,20,ACK,14
1.01028e+06,9,QOSDATA_TID6,1066
1.01047e+06,20,ACK,14
1.01051e+06,9,CTL,20
1.0106e+06,1,RTS,20
1.0106e+06,6,RTS,20
1.0106e+06,16,RTS,20
1.01073e+06,17,RTS,20
1.01081e+06,20,CTS,14
1.01087e+06,17,QOSDATA_TID6,1066
1.01105e+06,20,ACK,14
1.0111e+06,17,CTL,20
1.0112e+06,1,RTS,20
1.01128e+06,20,CTS,14
1.01134e+06,1,QOSDATA_TID6,1066
1.01152e+06,20,ACK,14
1.01157e+06,1,CTL,20
1.01165e+06,4,RTS,20
1.01165e+06,16,RTS,20
1.01165e+06,8,RTS,20
1.01165e+06,3,RTS,20
1.01173e+06,20,CTS,14
1.01179e+06,4,QOSDATA_TID6,1066
1.01198e+06,20,ACK,14
1.01202e+06,4,CTL,20
1.01212e+06,11,RTS,20
1.01212e+06,19,RTS,20
1.01212e+06,8,RTS,20
1.01212e+06,13,RTS,20
1.01224e+06,3,RTS,20
1.01232e+06,20,CTS,14
1.01238e+06,3,QOSDATA_TID6,1066
1.01256e+06,20,ACK,14
1.01261e+06,3,CTL,20
1.01269e+06,11,RTS,20
1.01277e+06,20,CTS,14
1.01283e+06,11,QOSDATA_TID6,1066
1.01302e+06,20,ACK,14
1.01306e+06,11,CTL,20
1.01315e+06,8,RTS,20
1.01315e+06,13,RTS,20
1.01327e+06,18,RTS,20
1.01327e+06,6,RTS,20
1.0134e+06,16,RTS,20
1.0134e+06,13,RTS,20
1.01353e+06,10,RTS,20
1.01361e+06,20,CTS,14
1.01367e+06,10,QOSDATA_TID6,1066
1.01385e+06,20,ACK,14
1.0139e+06,10,CTL,20
1.01398e+06,0,RTS,20
1.01406e+06,20,CTS,14
1.01412e+06,0,QOSDATA_TID6,1066
1.01431e+06,20,ACK,14
1.01435e+06,0,QOSDATA_TID6,1066
1.01454e+06,20,ACK,14
1.01458e+06,0,QOSDATA_TID6,1066
1.01476e+06,20,ACK,14
1.01481e+06,0,CTL,20
1.0149e+06,13,RTS,20
1.0149e+06,8,RTS,20
1.01504e+06,18,RTS,20
1.01504e+06,6,RTS,20
1.01516e+06,13,RTS,20
1.01517e+06,8,RTS,20
1.01529e+06,6,RTS,20
1.01537e+06,20,CTS,14
1.01543e+06,6,QOSDATA_TID6,1066
1.01561e+06,20,ACK,14
1.01566e+06,6,CTL,20
1.01576e+06,12,RTS,20
1.01576e+06,19,RTS,20
1.01576e+06,16,RTS,20
1.01576e+06,9,RTS,20
1.0159e+06,16,RTS,20
1.01598e+06,20,CTS,14
1.01604e+06,16,QOSDATA_TID6,1066
1.01623e+06,20,ACK,14
1.01627e+06,16,QOSDATA_TID6,1066
1.01646e+06,20,ACK,14
1.0165e+06,16,CTL,20
1.01658e+06,9,RTS,20
1.01666e+06,20,CTS,14
1.01672e+06,9,QOSDATA_TID6,1066
1.01691e+06,20,ACK,14
1.01695e+06,9,CTL,20
1.01704e+06,15,RTS,20
1.01712e+06,20,CTS,14
1.01718e+06,15,QOSDATA_TID6,1066
1.01736e+06,20,ACK,14
1.01741e+06,15,CTL,20
1.01749e+06,7,RTS,20
1.01757e+06,20,CTS,14
1.01763e+06,7,QOSDATA_TID6,1066
1.01782e+06,20,ACK,14
1.01786e+06,7,CTL,20
1.01795e+06,1,RTS,20
1.01795e+06,12,RTS,20
1.01795e+06,8,RTS,20
1.01803e+06,20,CTS,14
1.01809e+06,1,QOSDATA_TID6,1066
1.01827e+06,20,ACK,14
1.01832e+06,1,CTL,20
1.01839e+06,20,BEACON,152
1.01866e+06,6,RTS,20
1.01874e+06,20,CTS,14
1.0188e+06,6,QOSDATA_TID6,1066
1.01899e+06,20,ACK,14
1.01903e+06,6,CTL,20
1.01912e+06,18,RTS,20
