sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,121728,54,2,SUCCESS
0,932928,79,5,SUCCESS
0,940344,61,3,SUCCESS
0,959186,541,56,TIMING_EXPIRED
0,978597,99,7,SUCCESS
0,1.00227e+06,43,1,SUCCESS
0,1.03408e+06,99,7,SUCCESS
0,1.04221e+06,43,1,SUCCESS
0,1.0545e+06,99,7,RTS_COLLISION
0,1.14839e+06,117,9,SUCCESS
0,1.16432e+06,54,2,SUCCESS
0,1.17758e+06,117,9,SUCCESS
0,1.2106e+06,52,2,SUCCESS
0,1.23284e+06,63,3,SUCCESS
0,1.26705e+06,81,5,SUCCESS
0,1.28051e+06,99,7,SUCCESS
0,1.28905e+06,90,6,SUCCESS
0,1.3427e+06,99,7,SUCCESS
0,1.35618e+06,81,5,SUCCESS
0,1.37912e+06,108,8,RTS_COLLISION
0,1.40736e+06,790,84,TIMING_EXPIRED
0,1.44552e+06,1007,108,TIMING_EXPIRED
0,1.46055e+06,63,3,SUCCESS
0,1.48451e+06,34,0,SUCCESS
0,1.50498e+06,63,3,SUCCESS
0,1.5316e+06,63,3,SUCCESS
0,1.54158e+06,108,8,SUCCESS
0,1.5529e+06,54,2,SUCCESS
0,1.5566e+06,99,7,RTS_COLLISION
0,1.61444e+06,99,7,RTS_COLLISION
0,1.63109e+06,34,0,SUCCESS
0,1.65987e+06,34,0,SUCCESS
0,1.67295e+06,81,5,SUCCESS
0,1.71674e+06,90,6,SUCCESS
0,1.78827e+06,81,5,SUCCESS
0,1.81247e+06,81,5,SUCCESS
0,1.84026e+06,52,2,SUCCESS
0,1.87509e+06,99,7,SUCCESS
0,1.90537e+06,54,2,SUCCESS
0,1.93184e+06,78,5,RTS_COLLISION
0,1.96652e+06,61,3,SUCCESS
0,2.02624e+06,72,4,SUCCESS
0,2.07928e+06,81,5,SUCCESS
0,2.09326e+06,108,8,RTS_COLLISION
0,2.11352e+06,54,2,SUCCESS
0,2.13483e+06,108,8,RTS_COLLISION
0,2.16288e+06,88,6,SUCCESS
0,2.19435e+06,1368,148,TIMING_EXPIRED
0,2.29637e+06,108,8,SUCCESS
0,2.31647e+06,108,8,SUCCESS
0,2.33144e+06,72,4,SUCCESS
0,2.3497e+06,54,2,SUCCESS
0,2.37426e+06,117,9,SUCCESS
0,2.39156e+06,72,4,SUCCESS
0,2.44831e+06,63,3,SUCCESS
0,2.45646e+06,79,5,SUCCESS
0,2.4701e+06,63,3,SUCCESS
0,2.47647e+06,81,5,SUCCESS
0,2.52047e+06,72,4,SUCCESS
0,2.53107e+06,66,4,SUCCESS
0,2.55213e+06,72,4,SUCCESS
0,2.56627e+06,221,21,TIMING_EXPIRED
0,2.63665e+06,117,9,RTS_COLLISION
0,2.64828e+06,63,3,SUCCESS
0,2.65729e+06,97,7,SUCCESS
0,2.67758e+06,553,58,TIMING_EXPIRED
0,2.7161e+06,63,3,SUCCESS
0,2.72894e+06,90,6,SUCCESS
0,2.74619e+06,90,6,SUCCESS
0,2.77073e+06,63,3,SUCCESS
0,2.80626e+06,81,5,SUCCESS
0,2.82218e+06,562,59,TIMING_EXPIRED
0,2.83971e+06,63,3,SUCCESS
0,2.88331e+06,81,5,SUCCESS
0,2.89247e+06,3722,410,TIMING_EXPIRED
0,2.9129e+06,99,7,RTS_COLLISION
0,2.92581e+06,1248,135,TIMING_EXPIRED
0,2.95139e+06,72,4,SUCCESS
0,2.95785e+06,90,6,SUCCESS
0,2.96804e+06,43,1,SUCCESS
0,2.98451e+06,5324,588,TIMING_EXPIRED
0,3.0122e+06,99,7,RTS_COLLISION
0,3.02194e+06,81,5,SUCCESS
0,3.05324e+06,88,6,SUCCESS
0,3.06547e+06,61,3,SUCCESS
0,3.07948e+06,72,4,SUCCESS
0,3.13741e+06,34,0,SUCCESS
0,3.14864e+06,70,4,SUCCESS
0,3.16005e+06,54,2,SUCCESS
0,3.18308e+06,81,5,SUCCESS
0,3.20773e+06,90,6,SUCCESS
0,3.21743e+06,99,7,SUCCESS
0,3.2329e+06,72,4,SUCCESS
0,3.25024e+06,54,2,SUCCESS
0,3.28661e+06,90,6,SUCCESS
0,3.30572e+06,54,2,SUCCESS
0,3.34719e+06,63,3,SUCCESS
0,3.38159e+06,81,5,SUCCESS
0,3.39159e+06,63,3,SUCCESS
0,3.40609e+06,63,3,SUCCESS
0,3.43351e+06,54,2,SUCCESS
0,3.44759e+06,99,7,SUCCESS
0,3.4698e+06,108,8,RTS_COLLISION
0,3.50666e+06,54,2,SUCCESS
0,3.55698e+06,61,3,SUCCESS
0,3.56573e+06,81,5,SUCCESS
0,3.58534e+06,88,6,SUCCESS
0,3.63278e+06,34,0,SUCCESS
0,3.6633e+06,90,6,SUCCESS
0,3.67254e+06,108,8,RTS_COLLISION
0,3.70392e+06,99,7,SUCCESS
0,3.71691e+06,108,8,RTS_COLLISION
0,3.74038e+06,108,8,RTS_COLLISION
0,3.76634e+06,99,7,RTS_COLLISION
0,3.7871e+06,81,5,SUCCESS
0,3.81053e+06,72,4,SUCCESS
0,3.84761e+06,97,7,SUCCESS
0,3.85255e+06,63,3,SUCCESS
0,3.8624e+06,99,7,RTS_COLLISION
0,3.8761e+06,63,3,SUCCESS
0,3.89824e+06,72,4,SUCCESS
0,3.94148e+06,63,3,SUCCESS
0,3.95375e+06,34,0,SUCCESS
0,3.97651e+06,52,2,SUCCESS
0,4.0006e+06,79,5,SUCCESS
0,4.05582e+06,99,7,SUCCESS
0,4.06673e+06,63,3,SUCCESS
0,4.09373e+06,54,2,SUCCESS
0,4.1189e+06,61,3,SUCCESS
0,4.14798e+06,1592,173,TIMING_EXPIRED
0,4.18398e+06,63,3,SUCCESS
0,4.19537e+06,108,8,SUCCESS
0,4.22447e+06,74,4,SUCCESS
0,4.23622e+06,63,3,SUCCESS
0,4.28968e+06,108,8,RTS_COLLISION
0,4.30422e+06,63,3,SUCCESS
0,4.32729e+06,54,2,SUCCESS
0,4.35283e+06,81,5,SUCCESS
0,4.35956e+06,790,84,TIMING_EXPIRED
0,4.38914e+06,43,1,SUCCESS
0,4.41139e+06,72,4,SUCCESS
0,4.43197e+06,90,6,SUCCESS
0,4.43857e+06,83,5,SUCCESS
0,4.44301e+06,72,4,SUCCESS
0,4.45219e+06,1237,134,TIMING_EXPIRED
0,4.48523e+06,90,6,SUCCESS
0,4.50198e+06,56,2,SUCCESS
0,4.56713e+06,6057,669,TIMING_EXPIRED
0,4.60956e+06,99,7,SUCCESS
0,4.63419e+06,99,7,SUCCESS
0,4.6507e+06,34,0,SUCCESS
0,4.68062e+06,995,107,TIMING_EXPIRED
0,4.71976e+06,108,8,SUCCESS
0,4.73994e+06,54,2,SUCCESS
0,4.75857e+06,54,2,SUCCESS
0,4.77128e+06,565,59,TIMING_EXPIRED
0,4.81237e+06,72,4,SUCCESS
0,4.82845e+06,108,8,RTS_COLLISION
0,4.84412e+06,54,2,SUCCESS
0,4.86424e+06,63,3,SUCCESS
0,4.873e+06,54,2,SUCCESS
0,4.88313e+06,72,4,SUCCESS
0,4.89658e+06,108,8,RTS_COLLISION
0,4.96446e+06,63,3,SUCCESS
0,4.97099e+06,81,5,SUCCESS
0,4.98756e+06,34,0,SUCCESS
0,5.00977e+06,52,2,SUCCESS
0,5.01802e+06,559,58,TIMING_EXPIRED
0,5.05102e+06,72,4,SUCCESS
0,5.08722e+06,63,3,SUCCESS
