sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,122984,52,2,SUCCESS
0,921052,70,4,SUCCESS
0,970681,34,0,RTS_COLLISION
0,985247,70,4,SUCCESS
0,1.05605e+06,474,49,TIMING_EXPIRED
0,1.07318e+06,52,2,SUCCESS
0,1.07964e+06,79,5,SUCCESS
0,1.09678e+06,79,5,SUCCESS
0,1.10352e+06,88,6,SUCCESS
0,1.11279e+06,43,1,RTS_COLLISION
0,1.12338e+06,61,3,RTS_COLLISION
0,1.13956e+06,97,7,SUCCESS
0,1.15818e+06,52,2,SUCCESS
0,1.18193e+06,61,3,SUCCESS
0,1.19861e+06,492,51,TIMING_EXPIRED
0,1.24115e+06,70,4,SUCCESS
0,1.25118e+06,492,51,TIMING_EXPIRED
0,1.27634e+06,61,3,SUCCESS
0,1.28333e+06,97,7,RTS_COLLISION
0,1.30607e+06,547,57,TIMING_EXPIRED
0,1.34314e+06,79,5,SUCCESS
0,1.37136e+06,483,50,TIMING_EXPIRED
0,1.39625e+06,97,7,SUCCESS
0,1.42546e+06,34,0,RTS_COLLISION
0,1.43577e+06,52,2,SUCCESS
0,1.45132e+06,43,1,RTS_COLLISION
0,1.46025e+06,52,2,SUCCESS
0,1.4758e+06,70,4,SUCCESS
0,1.48352e+06,34,0,RTS_COLLISION
0,1.49932e+06,61,3,SUCCESS
0,1.50322e+06,885,95,TIMING_EXPIRED
0,1.54074e+06,61,3,SUCCESS
0,1.54468e+06,465,48,TIMING_EXPIRED
0,1.55913e+06,70,4,SUCCESS
0,1.56984e+06,1351,146,TIMING_EXPIRED
0,1.62144e+06,79,5,SUCCESS
0,1.63473e+06,34,0,RTS_COLLISION
0,1.64321e+06,958,103,TIMING_EXPIRED
0,1.65882e+06,61,3,SUCCESS
0,1.67754e+06,61,3,SUCCESS
0,1.68173e+06,61,3,SUCCESS
0,1.6883e+06,61,3,SUCCESS
0,1.70055e+06,43,1,RTS_COLLISION
0,1.72419e+06,474,49,TIMING_EXPIRED
0,1.74316e+06,70,4,SUCCESS
0,1.80943e+06,88,6,SUCCESS
0,1.82738e+06,43,1,RTS_COLLISION
0,1.85765e+06,70,4,SUCCESS
0,1.8861e+06,483,50,TIMING_EXPIRED
0,1.90434e+06,492,51,TIMING_EXPIRED
0,1.92155e+06,79,5,SUCCESS
0,1.93442e+06,88,6,SUCCESS
0,1.95598e+06,34,0,RTS_COLLISION
0,1.98e+06,34,0,RTS_COLLISION
0,1.99712e+06,34,0,RTS_COLLISION
0,2.01237e+06,61,3,SUCCESS
0,2.01684e+06,876,94,TIMING_EXPIRED
0,2.04308e+06,873,93,TIMING_EXPIRED
0,2.09844e+06,1899,207,TIMING_EXPIRED
0,2.13739e+06,2544,279,TIMING_EXPIRED
0,2.15205e+06,2392,262,TIMING_EXPIRED
0,2.19594e+06,70,4,RTS_COLLISION
0,2.20782e+06,79,5,SUCCESS
0,2.22936e+06,885,95,TIMING_EXPIRED
0,2.25522e+06,52,2,SUCCESS
0,2.27526e+06,79,5,SUCCESS
0,2.28848e+06,43,1,RTS_COLLISION
0,2.29812e+06,1506,164,TIMING_EXPIRED
0,2.32331e+06,34,0,RTS_COLLISION
0,2.32778e+06,34,0,RTS_COLLISION
0,2.34214e+06,43,1,RTS_COLLISION
0,2.35707e+06,465,48,TIMING_EXPIRED
0,2.37514e+06,52,2,SUCCESS
0,2.40842e+06,61,3,SUCCESS
0,2.41951e+06,61,3,SUCCESS
0,2.45586e+06,34,0,RTS_COLLISION
0,2.48477e+06,43,1,RTS_COLLISION
0,2.50379e+06,876,94,TIMING_EXPIRED
0,2.52988e+06,492,51,TIMING_EXPIRED
0,2.54728e+06,43,1,RTS_COLLISION
0,2.55376e+06,88,6,SUCCESS
0,2.56334e+06,88,6,SUCCESS
