time_us,node_id,frame_type,size_bytes
1.00013e+06,20,ACK,14
1.00018e+06,6,CTL,20
1.00027e+06,4,RTS,20
1.00034e+06,20,CTS,14
1.0004e+06,4,QOSDATA_TID6,1066
1.00058e+06,20,ACK,14
1.00063e+06,4,CTL,20
1.00071e+06,11,RTS,20
1.00071e+06,8,RTS,20
1.00071e+06,7,RTS,20
1.00071e+06,19,RTS,20
1.00081e+06,1,RTS,20
1.00088e+06,20,CTS,14
1.00094e+06,1,QOSDATA_TID6,1066
1.00112e+06,20,ACK,14
1.00117e+06,1,CTL,20
1.00125e+06,19,RTS,20
1.00132e+06,20,CTS,14
1.00138e+06,19,QOSDATA_TID6,1066
1.00157e+06,20,ACK,14
1.00161e+06,19,CTL,20
1.0017e+06,16,RTS,20
1.0017e+06,12,RTS,20
1.0017e+06,2,RTS,20
1.00179e+06,14,RTS,20
1.00179e+06,5,RTS,20
1.00179e+06,3,RTS,20
1.00186e+06,20,CTS,14
1.00192e+06,14,QOSDATA_TID6,1066
1.00211e+06,20,ACK,14
1.00215e+06,14,CTL,20
1.00224e+06,0,RTS,20
1.0023e+06,20,CTS,14
1.00236e+06,0,QOSDATA_TID6,1066
1.00255e+06,20,ACK,14
1.00259e+06,0,CTL,20
1.00268e+06,8,RTS,20
1.00275e+06,20,CTS,14
1.00281e+06,8,QOSDATA_TID6,1066
1.00299e+06,20,ACK,14
1.00303e+06,8,QOSDATA_TID6,1066
1.00322e+06,20,ACK,14
1.00326e+06,8,CTL,20
1.00335e+06,10,RTS,20
1.00335e+06,7,RTS,20
1.00335e+06,5,RTS,20
1.00346e+06,20,RTS,20
1.00346e+06,16,RTS,20
1.00356e+06,5,RTS,20
1.00363e+06,20,CTS,14
1.00369e+06,5,QOSDATA_TID6,1066
1.00387e+06,20,ACK,14
1.00392e+06,5,QOSDATA_TID6,1066
1.0041e+06,20,ACK,14
1.00415e+06,5,CTL,20
1.00423e+06,11,RTS,20
1.0043e+06,20,CTS,14
