time_us,node_id,frame_type,size_bytes
1.00007e+06,1,RTS,20
1.00014e+06,20,CTS,14
1.0002e+06,1,QOSDATA_TID6,1066
1.00038e+06,20,ACK,14
1.00043e+06,1,CTL,20
1.00052e+06,13,RTS,20
1.00052e+06,14,RTS,20
1.00058e+06,20,CTS,14
1.00064e+06,14,QOSDATA_TID6,1066
1.00083e+06,20,ACK,14
1.00087e+06,14,CTL,20
1.00096e+06,4,RTS,20
1.00096e+06,17,RTS,20
1.00096e+06,3,RTS,20
1.00102e+06,20,CTS,14
1.00108e+06,4,QOSDATA_TID6,1066
1.00127e+06,20,ACK,14
1.00131e+06,4,CTL,20
1.0014e+06,11,RTS,20
1.00147e+06,20,CTS,14
1.00153e+06,11,QOSDATA_TID6,1066
1.00171e+06,20,ACK,14
1.00176e+06,11,CTL,20
1.00184e+06,18,RTS,20
1.00191e+06,20,CTS,14
1.00197e+06,18,QOSDATA_TID6,1066
1.00215e+06,20,ACK,14
1.0022e+06,18,CTL,20
1.00228e+06,12,RTS,20
1.00228e+06,2,RTS,20
1.00228e+06,13,RTS,20
1.00228e+06,3,RTS,20
1.00239e+06,19,RTS,20
1.00246e+06,20,CTS,14
1.00252e+06,19,QOSDATA_TID6,1066
1.0027e+06,20,ACK,14
1.00275e+06,19,QOSDATA_TID6,1066
1.00293e+06,20,ACK,14
1.00297e+06,19,CTL,20
1.00306e+06,3,RTS,20
1.00313e+06,20,CTS,14
1.00319e+06,3,QOSDATA_TID6,1066
1.00337e+06,20,ACK,14
1.00342e+06,3,CTL,20
1.0035e+06,10,RTS,20
1.0035e+06,8,RTS,20
1.0035e+06,9,RTS,20
1.0035e+06,13,RTS,20
1.00357e+06,20,CTS,14
1.00363e+06,9,QOSDATA_TID6,1066
1.00381e+06,20,ACK,14
1.00386e+06,9,CTL,20
1.00394e+06,12,RTS,20
1.00401e+06,20,CTS,14
1.00407e+06,12,QOSDATA_TID6,1066
1.00426e+06,20,ACK,14
1.0043e+06,12,QOSDATA_TID6,1066
1.00448e+06,20,ACK,14
1.00453e+06,12,CTL,20
1.00461e+06,7,RTS,20
1.00468e+06,20,CTS,14
1.00474e+06,7,QOSDATA_TID6,1066
1.00493e+06,20,ACK,14
1.00497e+06,7,CTL,20
1.00506e+06,17,RTS,20
1.00512e+06,20,CTS,14
1.00518e+06,17,QOSDATA_TID6,1066
1.00537e+06,20,ACK,14
1.00541e+06,17,CTL,20
1.0055e+06,13,RTS,20
1.0055e+06,2,RTS,20
1.00562e+06,19,RTS,20
1.00562e+06,3,RTS,20
1.00577e+06,13,RTS,20
1.00584e+06,20,CTS,14
1.0059e+06,13,QOSDATA_TID6,1066
1.00608e+06,20,ACK,14
1.00612e+06,13,CTL,20
1.00622e+06,5,RTS,20
1.00622e+06,6,RTS,20
1.00622e+06,15,RTS,20
1.00622e+06,19,RTS,20
1.00622e+06,3,RTS,20
1.00632e+06,16,RTS,20
1.00638e+06,20,CTS,14
1.00644e+06,16,QOSDATA_TID6,1066
1.00663e+06,20,ACK,14
1.00667e+06,16,CTL,20
1.00676e+06,5,RTS,20
1.00676e+06,6,RTS,20
1.00687e+06,8,RTS,20
1.00687e+06,10,RTS,20
1.00697e+06,6,RTS,20
1.00704e+06,20,CTS,14
1.0071e+06,6,QOSDATA_TID6,1066
1.00728e+06,20,ACK,14
1.00733e+06,6,CTL,20
1.00741e+06,10,RTS,20
1.00748e+06,20,CTS,14
1.00754e+06,10,QOSDATA_TID6,1066
1.00773e+06,20,ACK,14
1.00777e+06,10,QOSDATA_TID6,1066
1.00795e+06,20,ACK,14
1.008e+06,10,QOSDATA_TID6,1066
1.00818e+06,20,ACK,14
1.00823e+06,10,QOSDATA_TID6,1066
1.00841e+06,20,ACK,14
1.00845e+06,10,CTL,20
1.00855e+06,1,RTS,20
1.00862e+06,20,CTS,14
1.00868e+06,1,QOSDATA_TID6,1066
1.00886e+06,20,ACK,14
1.0089e+06,1,CTL,20
1.00899e+06,17,RTS,20
1.00899e+06,8,RTS,20
1.00909e+06,14,RTS,20
1.00909e+06,2,RTS,20
1.00909e+06,13,RTS,20
1.00916e+06,20,CTS,14
1.00922e+06,14,QOSDATA_TID6,1066
1.0094e+06,20,ACK,14
1.00944e+06,14,CTL,20
1.00953e+06,5,RTS,20
1.00953e+06,13,RTS,20
1.00953e+06,15,RTS,20
1.0096e+06,20,CTS,14
1.00966e+06,5,QOSDATA_TID6,1066
1.00984e+06,20,ACK,14
1.00989e+06,5,CTL,20
1.00997e+06,13,RTS,20
1.00997e+06,4,RTS,20
1.00997e+06,3,RTS,20
1.01004e+06,20,CTS,14
1.0101e+06,4,QOSDATA_TID6,1066
1.01028e+06,20,ACK,14
1.01033e+06,4,CTL,20
