sta_id,ds_cts_end_us,gap_us,backoff_slots,outcome
0,123328,52,2,SUCCESS
0,993215,43,1,SUCCESS
0,999875,87,6,SUCCESS
0,1.02399e+06,52,2,SUCCESS
0,1.03319e+06,61,3,SUCCESS
0,1.04555e+06,79,5,SUCCESS
0,1.12487e+06,69,4,SUCCESS
0,1.14811e+06,51,2,SUCCESS
0,1.15546e+06,87,6,SUCCESS
0,1.16131e+06,766,81,TIMING_EXPIRED
0,1.18794e+06,43,1,SUCCESS
0,1.21967e+06,87,6,SUCCESS
0,1.22593e+06,42,1,SUCCESS
0,1.25243e+06,42,1,SUCCESS
0,1.26014e+06,757,80,TIMING_EXPIRED
0,1.30141e+06,61,3,SUCCESS
0,1.30428e+06,88,6,SUCCESS
0,1.31521e+06,51,2,SUCCESS
0,1.32633e+06,60,3,SUCCESS
0,1.3427e+06,1626,177,TIMING_EXPIRED
0,1.36776e+06,529,55,TIMING_EXPIRED
0,1.38494e+06,87,6,SUCCESS
0,1.40087e+06,69,4,SUCCESS
0,1.42888e+06,70,4,SUCCESS
0,1.43308e+06,87,6,SUCCESS
0,1.4446e+06,34,0,SUCCESS
0,1.45504e+06,1413,153,TIMING_EXPIRED
0,1.474e+06,78,5,SUCCESS
0,1.48318e+06,105,8,SUCCESS
0,1.49265e+06,69,4,SUCCESS
0,1.49906e+06,87,6,SUCCESS
0,1.51083e+06,541,56,TIMING_EXPIRED
0,1.54931e+06,529,55,TIMING_EXPIRED
0,1.57032e+06,965,103,TIMING_EXPIRED
0,1.63304e+06,69,4,SUCCESS
0,1.66877e+06,105,8,SUCCESS
0,1.68125e+06,538,56,TIMING_EXPIRED
0,1.72949e+06,96,7,SUCCESS
0,1.78651e+06,51,2,SUCCESS
0,1.80918e+06,69,4,SUCCESS
0,1.8284e+06,60,3,SUCCESS
0,1.84049e+06,34,0,SUCCESS
0,1.86513e+06,43,1,SUCCESS
0,1.87729e+06,87,6,SUCCESS
0,1.90487e+06,69,4,SUCCESS
0,1.95862e+06,42,1,SUCCESS
0,1.97502e+06,60,3,SUCCESS
0,2.00713e+06,51,2,SUCCESS
0,2.0297e+06,51,2,SUCCESS
0,2.05855e+06,529,55,TIMING_EXPIRED
0,2.09094e+06,70,4,SUCCESS
0,2.09838e+06,51,2,SUCCESS
0,2.11832e+06,60,3,SUCCESS
0,2.13312e+06,51,2,SUCCESS
0,2.14132e+06,96,7,SUCCESS
0,2.15537e+06,105,8,SUCCESS
0,2.16356e+06,51,2,SUCCESS
0,2.18856e+06,529,55,TIMING_EXPIRED
0,2.23067e+06,96,7,SUCCESS
0,2.26957e+06,34,0,SUCCESS
0,2.28405e+06,87,6,SUCCESS
0,2.31114e+06,51,2,SUCCESS
0,2.32679e+06,51,2,SUCCESS
0,2.3442e+06,78,5,SUCCESS
0,2.35772e+06,538,56,TIMING_EXPIRED
0,2.38667e+06,69,4,SUCCESS
0,2.39735e+06,60,3,SUCCESS
0,2.41766e+06,42,1,SUCCESS
0,2.4295e+06,78,5,SUCCESS
0,2.46308e+06,538,56,TIMING_EXPIRED
0,2.49897e+06,70,4,SUCCESS
0,2.51696e+06,60,3,SUCCESS
0,2.52356e+06,60,3,SUCCESS
0,2.52994e+06,2068,226,TIMING_EXPIRED
0,2.55572e+06,87,6,SUCCESS
0,2.58394e+06,60,3,SUCCESS
0,2.61909e+06,69,4,SUCCESS
0,2.62641e+06,87,6,SUCCESS
0,2.63751e+06,105,8,SUCCESS
0,2.64309e+06,757,80,TIMING_EXPIRED
0,2.66358e+06,43,1,SUCCESS
0,2.67907e+06,69,4,SUCCESS
0,2.71741e+06,52,2,SUCCESS
0,2.72512e+06,51,2,SUCCESS
0,2.73461e+06,42,1,SUCCESS
0,2.7489e+06,105,8,SUCCESS
0,2.75712e+06,87,6,RTS_COLLISION
0,2.80904e+06,96,7,RTS_COLLISION
0,2.81925e+06,42,1,SUCCESS
0,2.87536e+06,42,1,SUCCESS
0,2.91991e+06,69,4,SUCCESS
0,2.93198e+06,96,7,SUCCESS
0,2.94051e+06,42,1,SUCCESS
0,2.95048e+06,60,3,SUCCESS
0,2.96618e+06,34,0,SUCCESS
0,2.98885e+06,1313,142,TIMING_EXPIRED
0,3.01863e+06,87,6,RTS_COLLISION
0,3.03104e+06,51,2,SUCCESS
0,3.04112e+06,61,3,SUCCESS
0,3.0503e+06,88,6,SUCCESS
0,3.06824e+06,78,5,SUCCESS
0,3.07933e+06,60,3,SUCCESS
0,3.10143e+06,42,1,SUCCESS
0,3.14342e+06,60,3,SUCCESS
0,3.16351e+06,34,0,SUCCESS
0,3.172e+06,87,6,SUCCESS
0,3.17957e+06,78,5,SUCCESS
0,3.20814e+06,105,8,RTS_COLLISION
0,3.24442e+06,96,7,RTS_COLLISION
0,3.25886e+06,42,1,SUCCESS
0,3.29463e+06,79,5,SUCCESS
0,3.31021e+06,52,2,SUCCESS
0,3.33493e+06,60,3,SUCCESS
0,3.35348e+06,60,3,SUCCESS
0,3.37284e+06,69,4,SUCCESS
0,3.38662e+06,2403,263,TIMING_EXPIRED
0,3.43002e+06,78,5,SUCCESS
