CWds,QSRC,PSRC,nPedca,delay_type,P50_us,P95_us,P99_us
0,0,1,5,all,2142.50,11142.50,18227.50
0,0,2,5,all,2472.50,12497.50,19677.50
0,0,3,5,all,2327.50,12262.50,19812.50
0,1,1,5,all,2507.50,12372.50,19832.50
0,1,2,5,all,2432.50,11862.50,19262.50
0,1,3,5,all,2467.50,12077.50,19397.50
0,2,1,5,all,2877.50,12817.50,20082.50
0,2,2,5,all,2832.50,12487.50,20002.50
0,2,3,5,all,2787.50,12312.50,20012.50
0,3,1,5,all,2547.50,11347.50,18532.50
0,3,2,5,all,2542.50,11402.50,18852.50
0,3,3,5,all,2572.50,11487.50,18937.50
0,4,1,5,all,2607.50,11992.50,19082.50
0,4,2,5,all,2777.50,13057.50,20177.50
0,4,3,5,all,2737.50,12897.50,20072.50
0,5,1,5,all,2732.50,12792.50,19977.50
0,5,2,5,all,2777.50,12887.50,20012.50
0,5,3,5,all,2767.50,12917.50,20007.50
1,0,1,5,all,2142.50,11142.50,18227.50
1,0,2,5,all,2477.50,12652.50,19792.50
1,0,3,5,all,2302.50,12082.50,19592.50
1,1,1,5,all,2482.50,12022.50,19327.50
1,1,2,5,all,2472.50,11902.50,19142.50
1,1,3,5,all,2412.50,11197.50,18567.50
1,2,1,5,all,2722.50,11507.50,18812.50
1,2,2,5,all,2812.50,12232.50,19507.50
1,2,3,5,all,2762.50,12077.50,19562.50
1,3,1,5,all,2617.50,11907.50,19357.50
1,3,2,5,all,2582.50,11652.50,18957.50
1,4,1,5,all,2507.50,11277.50,18302.50
1,4,2,5,all,2707.50,12472.50,19897.50
1,4,3,5,all,2752.50,12842.50,20102.50
1,5,1,5,all,2567.50,11597.50,18837.50
1,5,2,5,all,2562.50,11332.50,18357.50
1,5,3,5,all,2532.50,11342.50,18232.50
0,0,1,15,all,2037.50,12347.50,19612.50
0,0,2,15,all,2002.50,12142.50,19807.50
0,0,3,15,all,1877.50,11192.50,18892.50
0,1,1,15,all,2482.50,13757.50,21577.50
0,1,2,15,all,2242.50,11487.50,19187.50
0,1,3,15,all,2162.50,11242.50,19372.50
0,2,1,15,all,2927.50,11517.50,19292.50
0,2,2,15,all,2912.50,11842.50,20192.50
0,2,3,15,all,2622.50,9957.50,18212.50
0,3,1,15,all,2717.50,11542.50,19687.50
0,3,2,15,all,2577.50,11197.50,19797.50
0,3,3,15,all,2612.50,12112.50,20542.50
0,4,1,15,all,2472.50,10812.50,18782.50
0,4,2,15,all,2602.50,11847.50,19947.50
0,4,3,15,all,2647.50,12087.50,19817.50
0,5,1,15,all,2562.50,10747.50,18437.50
0,5,2,15,all,2677.50,12027.50,19677.50
0,5,3,15,all,2552.50,11572.50,19232.50
1,0,1,15,all,2037.50,12347.50,19612.50
1,0,2,15,all,1972.50,11482.50,18807.50
1,0,3,15,all,1912.50,12052.50,20127.50
1,1,1,15,all,2442.50,12687.50,20257.50
1,1,2,15,all,2252.50,11432.50,19207.50
1,1,3,15,all,2152.50,11047.50,19257.50
1,2,1,15,all,3112.50,12732.50,20767.50
