time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
0.1,15,1,4,3,0,0,0,0.0034,0,0,0,0,0,0,0
0.2,15,1,4,3,0,0,12,0.22292,0.333333,0.846154,26,6,0,0,1
0.3,15,1,4,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.4,15,1,4,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.5,15,1,4,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.6,15,1,4,3,0,0,12,0.02067,0,0,0,0,0,0,0
0.7,15,1,4,3,0,0,20,0.42358,0.142857,0.5,12,7,34,0,1
0.8,15,1,4,3,0,0,20,0.47848,0,0,0,0,49,0,0
0.9,15,1,4,3,0,0,20,0.55456,0,0,0,0,40,0,0
1,15,1,4,3,0,0,20,0.60482,0,0,0,0,71,0,0
1.1,15,1,4,3,0,0,20,0.59647,0,0.25,8,4,107,1,0
1.2,15,1,4,3,0,0,24,0.68119,0.2,0.666667,12,5,104,4,1
1.3,15,1,4,3,0,0,28,0.70083,0.125,0.357143,14,8,132,5,1
1.4,15,1,4,3,0,0,28,0.72736,0.222222,0.277778,18,9,79,2,0
1.5,15,1,4,3,0,0,28,0.71239,0.222222,0.222222,18,9,92,3,0
1.6,15,1,4,3,0,0,28,0.64709,0,0,4,2,84,1,0
1.7,15,1,4,3,0,0,28,0.72426,0,0.3125,16,8,84,4,0
1.8,15,1,4,3,0,0,29,0.61066,0,0,0,0,75,0,1
1.9,15,1,4,3,0,0,29,0.58207,0,0,0,0,83,0,0
2,15,1,4,3,0,0,29,0.73372,0.5,0.785714,14,6,100,5,0
2.1,15,1,4,3,0,0,29,0.7456,0.294118,0.5,38,17,125,8,0
2.2,15,1,4,3,0,0,29,0.75054,0.416667,0.66,50,24,122,14,0
2.3,15,1,4,3,0,0,31,0.75369,0.304348,0.596154,52,23,174,18,1
2.4,15,1,4,3,0,0,31,0.74873,0.388889,0.619048,42,18,101,20,0
2.5,15,1,4,3,0,0,33,0.68842,0.333333,0.5,12,6,111,0,1
2.6,15,1,4,3,0,0,33,0.6752,0.454545,0.607143,28,11,136,9,0
2.7,15,1,4,3,0,0,33,0.75201,0.388889,0.6,40,18,103,9,0
2.8,15,1,4,3,0,0,33,0.73117,0.285714,0.357143,14,7,128,6,0
2.9,15,1,4,3,0,0,33,0.66428,0,0.25,4,2,106,3,0
3,15,1,4,3,0,0,33,0.73387,0.166667,0.423077,26,12,115,8,0
3.1,15,1,4,3,0,0,33,0.68419,0.333333,0.416667,12,6,97,0,0
