time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
0.1,5,1,3,3,0,0,0,0.0034,0,0,0,0,0,0,0
0.2,5,1,3,3,0,0,9,0.16893,0,0.5,8,3,0,0,1
0.3,5,1,3,3,0,0,9,0.004,0,0,0,0,0,0,0
0.4,5,1,3,3,0,0,9,0.004,0,0,0,0,0,0,0
0.5,5,1,3,3,0,0,9,0.004,0,0,0,0,0,0,0
0.6,5,1,3,3,0,0,9,0.01157,0,0,0,0,0,0,0
0.7,5,1,3,3,0,0,19,0.20894,0,0.5,2,1,5,0,1
0.8,5,1,3,3,0,0,19,0.23465,0,0,0,0,20,0,0
0.9,5,1,3,3,0,0,19,0.25613,0,0,0,0,35,0,0
1,5,1,3,3,0,0,19,0.33525,0,0,0,0,50,0,0
1.1,5,1,3,3,0,0,19,0.54714,0,0,2,1,55,0,0
1.2,5,1,3,3,0,0,23,0.6999,0.5,0.75,8,4,69,1,1
1.3,5,1,3,3,0,0,26,0.6596,0,0.166667,6,3,97,2,1
1.4,5,1,3,3,0,0,26,0.7255,1,1,2,1,65,0,0
1.5,5,1,3,3,0,0,26,0.60594,0,0,2,1,127,0,0
1.6,5,1,3,3,0,0,26,0.69197,0,0,0,0,98,0,0
1.7,5,1,3,3,0,0,26,0.73771,0,0.3,10,5,156,2,0
1.8,5,1,3,3,0,0,28,0.74149,0.411765,0.611111,36,17,186,6,1
1.9,5,1,3,3,0,0,28,0.75906,0,0.294118,34,17,158,6,0
2,5,1,3,3,0,0,28,0.67557,0.375,0.5,16,8,133,0,0
2.1,5,1,3,3,0,0,28,0.73699,0,0.25,12,6,150,2,0
2.2,5,1,3,3,0,0,28,0.76098,0.266667,0.46875,32,15,185,6,0
2.3,5,1,3,3,0,0,30,0.76712,0.214286,0.5,28,14,129,3,1
2.4,5,1,3,3,0,0,30,0.75029,0.125,0.4375,16,8,122,1,0
2.5,5,1,3,3,0,0,33,0.73767,0,0.125,8,4,149,1,1
2.6,5,1,3,3,0,0,33,0.73204,0.125,0.5,16,8,144,1,0
2.7,5,1,3,3,0,0,33,0.75451,0.3125,0.40625,32,16,156,3,0
2.8,5,1,3,3,0,0,33,0.73862,0,0.25,8,4,142,2,0
2.9,5,1,3,3,0,0,33,0.75808,0,0.357143,14,7,186,4,0
3,5,1,3,3,0,0,34,0.76441,0.1,0.45,20,10,186,4,1
3.1,5,1,3,3,0,0,34,0.75244,0.235294,0.470588,34,17,193,6,0
3.2,5,1,3,3,0,0,34,0.69618,0.4,0.6,10,5,120,1,0
3.3,5,1,3,3,0,0,34,0.74382,0.35,0.45,40,20,149,5,0
3.4,5,1,3,3,0,0,34,0.75196,0.333333,0.333333,6,3,202,1,0
3.5,5,1,3,3,0,0,35,0.76065,0.666667,0.821429,28,12,215,6,1
3.6,5,1,3,3,0,0,35,0.76317,0.333333,0.5,18,9,178,5,0
3.7,5,1,3,3,0,0,35,0.76521,0,0.285714,14,7,251,3,0
3.8,5,1,3,3,0,0,35,0.76136,0,0.5,16,8,213,4,0
3.9,5,1,3,3,0,0,35,0.75446,0.214286,0.466667,30,14,224,5,0
4,5,1,3,3,0,0,35,0.75951,0.0833333,0.5,26,12,180,8,0
4.1,5,1,3,3,0,0,36,0.74756,0,0.375,8,4,179,0,1
4.2,5,1,3,3,0,0,36,0.74403,0.1,0.25,20,10,240,1,0
4.3,5,1,3,3,0,0,36,0.77069,0.25,0.518519,54,24,252,13,0
4.4,5,1,3,3,0,0,36,0.75822,0.0909091,0.5,26,11,235,4,0
4.5,5,1,3,3,0,0,36,0.75677,0.142857,0.428571,14,7,212,2,0
4.6,5,1,3,3,0,0,36,0.76901,0.357143,0.642857,28,14,273,9,0
4.7,5,1,3,3,0,0,36,0.77368,0,0.291667,24,12,240,11,0
