time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
0.1,15,1,4,3,0,0,0,0.0034,0,0,0,0,0,0,0
0.2,15,1,4,3,0,0,10,0.20197,0.333333,0.8,25,6,0,0,1
0.3,15,1,4,3,0,0,10,0.00404,0,0,0,0,0,0,0
0.4,15,1,4,3,0,0,10,0.00404,0,0,0,0,0,0,0
0.5,15,1,4,3,0,0,10,0.00404,0,0,0,0,0,0,0
0.6,15,1,4,3,0,0,10,0.01161,0,0,0,0,0,0,0
0.7,15,1,4,3,0,0,20,0.22786,0,0.384615,13,5,5,0,1
0.8,15,1,4,3,0,0,20,0.1384,0,0,0,0,15,0,0
0.9,15,1,4,3,0,0,20,0.27688,0,0,0,0,30,0,0
1,15,1,4,3,0,0,20,0.44477,0,0,0,0,50,0,0
1.1,15,1,4,3,0,0,20,0.59539,0,0,2,1,81,0,0
1.2,15,1,4,3,0,0,25,0.73833,0.333333,0.6,15,6,74,8,1
1.3,15,1,4,3,0,0,27,0.62835,0,0.25,4,2,65,0,1
1.4,15,1,4,3,0,0,27,0.7323,0,0.166667,12,6,91,2,0
1.5,15,1,4,3,0,0,27,0.64033,0,0.25,4,2,114,0,0
1.6,15,1,4,3,0,0,27,0.62552,0,0,0,0,119,0,0
1.7,15,1,4,3,0,0,27,0.71214,0.333333,0.617647,34,15,184,14,0
1.8,15,1,4,3,0,0,29,0.75823,0.153846,0.446429,56,26,173,24,1
1.9,15,1,4,3,0,0,29,0.75265,0.272727,0.5,44,22,144,24,0
2,15,1,4,3,0,0,29,0.73656,0.142857,0.4,30,14,148,9,0
2.1,15,1,4,3,0,0,29,0.72666,0,0.166667,6,3,108,1,0
2.2,15,1,4,3,0,0,29,0.75728,0.285714,0.535714,28,14,151,11,0
2.3,15,1,4,3,0,0,31,0.75531,0,0.444444,18,8,119,7,1
2.4,15,1,4,3,0,0,31,0.72928,0.206897,0.513514,74,29,116,15,0
2.5,15,1,4,3,0,0,33,0.72277,0.538462,0.666667,30,13,124,13,1
2.6,15,1,4,3,0,0,33,0.73581,0.285714,0.566667,30,14,124,7,0
2.7,15,1,4,3,0,0,33,0.762,0.285714,0.614286,70,28,148,24,0
2.8,15,1,4,3,0,0,33,0.75233,0.166667,0.5,26,12,144,9,0
2.9,15,1,4,3,0,0,33,0.75247,0.25,0.608696,46,20,145,14,0
3,15,1,4,3,0,0,33,0.76633,0.151515,0.512821,78,33,138,29,0
3.1,15,1,4,3,0,0,33,0.73148,0.0454545,0.409091,44,22,134,20,0
3.2,15,1,4,3,0,0,33,0.7357,0.214286,0.466667,30,14,128,11,0
3.3,15,1,4,3,0,0,33,0.73343,0.333333,0.642857,14,6,144,6,0
3.4,15,1,4,3,0,0,33,0.7342,0.125,0.375,16,8,138,8,0
3.5,15,1,4,3,0,0,33,0.74251,0.466667,0.736842,38,15,157,12,0
3.6,15,1,4,3,0,0,33,0.75461,0.125,0.25,16,8,124,11,0
3.7,15,1,4,3,0,0,33,0.7565,0.117647,0.441176,34,17,141,18,0
3.8,15,1,4,3,0,0,33,0.7519,0.304348,0.6,50,23,135,19,0
3.9,15,1,4,3,0,0,33,0.74144,0.142857,0.321429,28,14,146,10,0
4,15,1,4,3,0,0,33,0.72563,0.2,0.25,20,10,143,7,0
4.1,15,1,4,3,0,0,33,0.7339,0.25,0.40625,32,16,138,11,0
4.2,15,1,4,3,0,0,33,0.72936,0.0833333,0.291667,24,12,147,8,0
4.3,15,1,4,3,0,0,33,0.76989,0.230769,0.521277,94,39,179,48,0
4.4,15,1,4,3,0,0,33,0.75249,0.45,0.711111,45,20,135,11,0
4.5,15,1,4,3,0,0,33,0.75318,0.166667,0.447368,38,18,159,15,0
4.6,15,1,4,3,0,0,33,0.76368,0.324324,0.655172,87,37,188,31,0
4.7,15,1,4,3,0,0,33,0.78355,0.264706,0.567901,81,34,215,37,0
4.8,15,1,4,3,0,0,33,0.73259,0.333333,0.75,16,6,205,8,0
4.9,15,1,4,3,0,0,33,0.75677,0.0666667,0.266667,30,15,162,12,0
5,15,1,4,3,0,0,33,0.75802,0.25,0.526316,38,16,159,15,0
5.1,15,1,4,3,0,0,33,0.76091,0.3,0.571429,42,20,158,21,0
5.2,15,1,4,3,0,0,33,0.74249,0.0909091,0.5,24,11,142,10,0
5.3,15,1,4,3,0,0,33,0.76123,0.3,0.578125,64,30,191,30,0
5.4,15,1,4,3,0,0,33,0.77891,0.243902,0.62,100,41,238,44,0
5.5,15,1,4,3,0,0,33,0.76067,0.181818,0.566667,60,22,212,25,0
5.6,15,1,4,3,0,0,33,0.75259,0.214286,0.5,28,14,143,14,0
5.7,15,1,4,3,0,0,33,0.7668,0.21875,0.541667,72,32,159,34,0
5.8,15,1,4,3,0,0,33,0.76918,0.193548,0.541667,72,31,170,34,0
5.9,15,1,4,3,0,0,33,0.76712,0.176471,0.538462,78,34,218,37,0
6,15,1,4,3,0,0,33,0.76587,0.148148,0.560606,66,27,170,27,0
6.1,15,1,4,3,0,0,33,0.71799,0.333333,0.5,24,12,154,9,0
6.2,15,1,4,3,0,0,33,0.76249,0.2,0.475,40,20,178,22,0
6.3,15,1,4,3,0,0,33,0.73083,0.0833333,0.538462,26,12,187,10,0
6.4,15,1,4,3,0,0,33,0.76503,0.2,0.537037,54,25,163,22,0
6.5,15,1,4,3,0,0,33,0.754,0.166667,0.388889,36,18,146,16,0
6.6,15,1,4,3,0,0,33,0.76468,0.225806,0.471429,70,31,159,26,0
6.7,15,1,4,3,0,0,33,0.77203,0.0769231,0.464286,56,26,173,33,0
6.8,15,1,4,3,0,0,33,0.74644,0.2,0.428571,42,20,169,17,0
6.9,15,1,4,3,0,0,33,0.74071,0,0.3,30,14,147,13,0
7,15,1,4,3,0,0,33,0.7638,0.30303,0.544118,68,33,186,24,0
7.1,15,1,4,3,0,0,33,0.75613,0.24,0.517241,58,25,163,19,0
7.2,15,1,4,3,0,0,33,0.76731,0.3,0.631579,76,30,158,31,0
7.3,15,1,4,3,0,0,33,0.76446,0.24,0.516129,62,25,195,28,0
7.4,15,1,4,3,0,0,33,0.76358,0.27027,0.581395,86,37,187,37,0
7.5,15,1,4,3,0,0,33,0.73849,0.363636,0.653846,26,11,145,5,0
7.6,15,1,4,3,0,0,33,0.75686,0.194444,0.402778,72,36,169,25,0
7.7,15,1,4,3,0,0,33,0.74999,0.115385,0.560606,66,26,224,22,0
7.8,15,1,4,3,0,0,33,0.77616,0.0833333,0.4,50,24,214,33,0
7.9,15,1,4,3,0,0,33,0.76321,0.125,0.38,50,24,193,22,0
