time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,2,1,3,3,0,0,23,0.60037,0.5,0.6,20,8,68,0,1
1.2,10,1,4,3,0,0,26,0.71343,0.148148,0.460317,63,27,85,16,1
1.3,12,1,4,3,0,0,28,0.66268,0.153846,0.346154,26,13,97,10,1
1.4,12,1,4,3,0,0,28,0.69388,0.375,0.375,16,8,100,1,0
1.5,17,1,4,3,0,0,28,0.72957,0.285714,0.621212,66,28,109,29,0
1.6,17,1,4,3,0,0,28,0.70944,0.333333,0.6,20,9,84,8,0
1.7,17,1,4,3,0,0,28,0.60322,0,0,0,0,80,0,0
1.8,18,1,4,3,0,0,29,0.62269,0.25,0.5,8,4,85,4,1
1.9,18,1,4,3,0,0,29,0.64525,0,0,4,2,94,0,0
2,18,1,4,3,0,0,29,0.73714,0.5,0.590909,22,10,94,8,0
2.1,19,1,4,3,0,0,29,0.74317,0.333333,0.534483,58,27,126,11,0
2.2,19,1,4,3,0,0,29,0.75492,0.291667,0.661538,130,48,123,55,0
2.3,23,1,4,3,0,0,30,0.74937,0.285714,0.684932,146,49,280,54,1
2.4,23,1,4,3,0,0,30,0.77794,0.288889,0.648438,128,45,215,69,0
2.5,23,1,4,3,0,0,31,0.73726,0.157895,0.414634,41,19,146,16,1
2.6,23,1,4,3,0,0,31,0.70376,0.333333,0.677966,59,24,150,25,0
2.7,23,1,4,3,0,0,31,0.75834,0.157895,0.617647,170,57,183,65,0
2.8,23,1,4,3,0,0,31,0.75025,0.3,0.514706,68,30,167,28,0
2.9,23,1,4,3,0,0,31,0.64363,0.32,0.578125,64,25,119,30,0
3,23,1,4,3,0,0,31,0.71199,0.363636,0.625,56,22,157,18,0
3.1,23,1,4,3,0,0,31,0.74829,0.375,0.565217,69,32,116,19,0
3.2,23,1,4,3,0,0,31,0.74691,0.28125,0.670886,79,32,119,25,0
3.3,23,1,4,3,0,0,31,0.76081,0.125,0.567568,148,56,168,54,0
3.4,23,1,4,3,0,0,31,0.75808,0.32,0.617188,128,50,209,43,0
3.5,23,1,4,3,0,0,31,0.7542,0.184211,0.455556,90,38,161,26,0
3.6,23,1,4,3,0,0,31,0.74589,0.111111,0.453125,64,27,112,31,0
3.7,23,1,4,3,0,0,31,0.74747,0.310345,0.614286,70,29,148,27,0
3.8,23,1,4,3,0,0,31,0.76519,0.27451,0.640288,139,51,155,48,0
3.9,23,1,4,3,0,0,31,0.75049,0.290323,0.402985,67,31,170,23,0
4,23,1,4,3,0,0,31,0.74694,0.16,0.410714,56,25,106,25,0
4.1,23,1,4,3,0,0,31,0.74327,0.212121,0.595238,84,33,116,29,0
4.2,23,1,4,3,0,0,31,0.75891,0.326087,0.59434,106,46,146,49,0
4.3,23,1,4,3,0,0,31,0.76546,0.26,0.646154,130,50,169,57,0
4.4,23,1,4,3,0,0,31,0.77249,0.350877,0.703488,172,57,187,66,0
4.5,23,1,4,3,0,0,31,0.77044,0.232558,0.635659,129,43,178,61,0
4.6,23,1,4,3,0,0,31,0.73976,0.272727,0.529412,51,22,158,20,0
4.7,23,1,4,3,0,0,31,0.70834,0.352941,0.575,40,17,149,9,0
4.8,23,1,4,3,0,0,31,0.75957,0.26,0.508772,114,50,156,54,0
4.9,23,1,4,3,0,0,31,0.76554,0.245902,0.613924,158,61,169,60,0
5,23,1,4,3,0,0,31,0.78121,0.25,0.7,150,44,192,72,0
5.1,23,1,4,3,0,0,31,0.76107,0.327273,0.647887,142,55,173,50,0
5.2,23,1,4,3,0,0,31,0.7664,0.172414,0.564103,156,58,206,67,0
5.3,23,1,4,3,0,0,31,0.76891,0.25,0.619718,142,52,169,47,0
5.4,23,1,4,3,0,0,31,0.78241,0.282609,0.661765,136,46,214,76,0
5.5,23,1,4,3,0,0,31,0.77816,0.319444,0.65566,212,72,255,86,0
5.6,23,1,4,3,0,0,31,0.78473,0.346154,0.759036,166,52,196,74,0
5.7,23,1,4,3,0,0,31,0.76731,0.305556,0.692982,114,36,167,60,0
5.8,24,1,4,3,0,0,31,0.70139,0.333333,0.47619,42,21,175,19,0
5.9,24,1,4,3,0,0,31,0.75048,0.24,0.6,70,25,205,31,0
6,24,1,4,3,0,0,31,0.78223,0.3,0.709184,196,60,241,83,0
6.1,24,1,4,3,0,0,31,0.74112,0.15625,0.5125,80,32,159,31,0
6.2,24,1,4,3,0,0,31,0.74019,0,0.264706,34,17,152,20,0
6.3,24,1,4,3,0,0,31,0.75417,0.153846,0.55102,98,39,147,35,0
6.4,24,1,4,3,0,0,31,0.78293,0.333333,0.708134,209,66,279,77,0
6.5,24,1,4,3,0,0,31,0.77162,0.302326,0.636364,121,43,200,61,0
6.6,24,1,4,3,0,0,31,0.78594,0.409091,0.75974,154,44,265,71,0
6.7,24,1,4,3,0,0,31,0.78817,0.288136,0.715,200,59,264,86,0
6.8,24,1,4,3,0,0,31,0.78471,0.270833,0.716049,162,48,168,84,0
6.9,24,1,4,3,0,0,31,0.73148,0.333333,0.590909,22,9,153,11,0
7,24,1,4,3,0,0,31,0.74458,0.2,0.5,60,25,138,25,0
7.1,24,1,4,3,0,0,31,0.74384,0.16,0.453125,64,25,165,18,0
7.2,24,1,4,3,0,0,31,0.76779,0.28125,0.666667,192,64,202,68,0
7.3,24,1,4,3,0,0,31,0.77844,0.25,0.664557,158,56,187,70,0
7.4,24,1,4,3,0,0,31,0.78419,0.333333,0.758427,178,51,264,71,0
7.5,24,1,4,3,0,0,31,0.76591,0.232558,0.570175,114,43,196,47,0
7.6,24,1,4,3,0,0,31,0.75473,0.266667,0.627907,86,30,162,35,0
7.7,24,1,4,3,0,0,31,0.76997,0.297872,0.629921,127,47,198,61,0
7.8,24,1,4,3,0,0,31,0.72464,0,0.266667,15,7,130,9,0
7.9,24,1,4,3,0,0,31,0.75885,0.27027,0.5625,96,37,117,32,0
