time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
1.1,0,1,2,3,0,0,19,0.69062,0,0.166667,12,6,94,0,1
1.2,2,1,3,3,0,0,21,0.73021,0.0769231,0.37037,27,13,104,2,1
1.3,2,1,3,3,0,0,23,0.73756,0,0.26087,23,12,129,2,1
1.4,2,1,3,3,0,0,23,0.73468,0,0,4,2,101,0,0
1.5,3,1,3,3,0,0,23,0.74097,0,0.5,2,1,93,1,0
1.6,3,1,3,3,0,0,23,0.59034,0,0.5,2,1,88,0,0
1.7,3,1,3,3,0,0,23,0.6617,0,0.5,2,1,88,0,0
1.8,4,1,3,3,0,0,27,0.75196,0.166667,0.5,28,12,109,9,1
1.9,4,1,3,3,0,0,27,0.73146,0.625,0.85,20,8,93,3,0
2,4,1,3,3,0,0,27,0.73318,0.5,0.666667,12,6,88,1,0
2.1,4,1,3,3,0,0,27,0.72067,0.75,0.75,8,4,102,0,0
2.2,4,1,3,3,0,0,27,0.76388,0.357143,0.551724,29,14,123,8,0
2.3,4,1,3,3,0,0,29,0.75182,0.4,0.636364,44,20,115,7,1
2.4,4,1,3,3,0,0,29,0.54741,0,0,0,0,107,0,0
2.5,4,1,3,3,0,0,31,0.6916,0,0,2,1,85,0,1
2.6,4,1,3,3,0,0,31,0.67795,0,0,0,0,102,0,0
2.7,4,1,3,3,0,0,31,0.53476,0,0,0,0,115,0,0
2.8,4,1,3,3,0,0,31,0.66833,0,0,0,0,128,0,0
2.9,4,1,3,3,0,0,31,0.75157,0.333333,0.666667,12,6,214,2,0
3,5,1,3,3,0,0,31,0.77029,0.333333,0.636364,11,6,277,4,0
3.1,5,1,3,3,0,0,31,0.76458,0.285714,0.592593,27,14,242,7,0
3.2,5,1,3,3,0,0,31,0.77114,0.526316,0.761905,42,19,222,6,0
3.3,5,1,3,3,0,0,31,0.77366,0.142857,0.535714,28,14,228,13,0
3.4,5,1,3,3,0,0,31,0.77917,0.333333,0.560976,41,21,294,12,0
3.5,5,1,3,3,0,0,31,0.78603,0.333333,0.708333,48,18,266,17,0
3.6,5,1,3,3,0,0,31,0.76273,0.347826,0.541667,48,23,233,11,0
3.7,5,1,4,3,0,0,31,0.75319,0.333333,0.543478,46,21,253,6,1
3.8,5,1,4,3,0,0,31,0.76886,0.391304,0.625,48,23,261,7,0
3.9,5,1,4,3,0,0,31,0.77029,0.375,0.694444,36,16,242,12,0
4,5,1,4,3,0,0,31,0.778,0.416667,0.625,24,12,219,14,0
4.1,5,1,4,3,0,0,31,0.76633,0.25,0.5,8,4,222,3,0
4.2,5,1,4,3,0,0,31,0.77194,0.333333,0.666667,6,3,238,3,0
4.3,5,1,4,3,0,0,31,0.71026,0,0.25,4,2,178,5,0
4.4,5,1,4,3,0,0,31,0.75388,0,0,6,3,168,3,0
4.5,5,1,4,3,0,0,31,0.77788,0.166667,0.5,12,6,292,9,0
4.6,5,1,4,3,0,0,31,0.78093,0.214286,0.571429,28,14,330,14,0
4.7,5,1,4,3,0,0,31,0.76823,0.285714,0.5,14,7,229,10,0
4.8,5,1,4,3,0,0,32,0.75858,0.545455,0.727273,22,11,208,5,1
4.9,5,1,4,3,0,0,32,0.77697,0.5,0.695652,46,22,229,15,0
5,5,1,4,3,0,0,32,0.78103,0.444444,0.666667,36,18,254,15,0
5.1,5,1,4,3,0,0,32,0.77637,0.4,0.65,20,10,256,6,0
5.2,5,1,4,3,0,0,32,0.77015,0.857143,0.928571,14,7,297,4,0
5.3,5,1,4,3,0,0,32,0.75943,0.444444,0.722222,18,9,264,8,0
5.4,5,1,4,3,0,0,32,0.77352,0.571429,0.714286,14,7,229,5,0
5.5,5,1,4,3,0,0,32,0.76323,0.333333,0.611111,18,9,247,5,0
5.6,5,1,4,3,0,0,32,0.77106,0.222222,0.575,40,18,266,13,0
5.7,5,1,4,3,0,0,32,0.76969,0.333333,0.576923,26,12,238,12,0
5.8,5,1,4,3,0,0,32,0.76237,0.4,0.7,10,5,283,4,0
5.9,5,1,4,3,0,0,32,0.76696,0.357143,0.633333,30,14,269,8,0
6,5,1,4,3,0,0,32,0.77688,0.428571,0.666667,30,14,278,15,0
6.1,5,1,4,3,0,0,32,0.77042,0.5,0.666667,24,12,323,9,0
6.2,5,1,4,3,0,0,32,0.7581,0.5,0.75,8,4,229,2,0
6.3,5,1,4,3,0,0,32,0.76433,0.333333,0.5,18,9,214,6,0
6.4,5,1,4,3,0,0,32,0.76908,0.4,0.681818,22,10,289,10,0
6.5,5,1,4,3,0,0,32,0.77828,0.3125,0.5625,32,16,235,16,0
6.6,5,1,4,3,0,0,32,0.78576,0.52381,0.729167,48,21,324,18,0
6.7,5,1,4,3,0,0,32,0.77074,0.285714,0.428571,14,7,273,5,0
6.8,5,1,4,3,0,0,32,0.76686,0.5,0.666667,30,14,257,9,0
6.9,5,1,4,3,0,0,32,0.7768,0.45,0.681818,44,20,290,18,0
7,5,1,4,3,0,0,32,0.76821,0.4,0.55,20,10,245,5,0
7.1,5,1,4,3,0,0,32,0.77145,0.3,0.6,20,10,205,6,0
7.2,5,1,4,3,0,0,32,0.75994,0.6,0.6,10,5,213,4,0
7.3,5,1,4,3,0,0,32,0.77846,0.647059,0.763158,38,17,239,16,0
7.4,5,1,4,3,0,0,32,0.77769,0.47619,0.717391,46,21,273,14,0
7.5,5,1,4,3,0,0,32,0.775,0.222222,0.611111,18,9,307,10,0
7.6,5,1,4,3,0,0,32,0.759,0.454545,0.636364,22,11,230,5,0
7.7,5,1,4,3,0,0,32,0.77232,0.615385,0.769231,26,13,257,5,0
7.8,5,1,4,3,0,0,32,0.76139,0.153846,0.5,26,13,209,8,0
7.9,5,1,4,3,0,0,32,0.76015,0.2,0.466667,30,15,245,12,0
