time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
0.1,5,1,3,3,0,0,0,0.0034,0,0,0,0,0,0,0
0.2,5,1,3,3,0,0,12,0.20224,0,0.555556,9,4,0,0,1
0.3,5,1,3,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.4,5,1,3,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.5,5,1,3,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.6,5,1,3,3,0,0,12,0.0042,0,0,0,0,0,0,0
0.7,5,1,3,3,0,0,23,0.37293,0,0.333333,6,2,20,0,1
0.8,5,1,3,3,0,0,23,0.54544,0,0,0,0,45,0,0
0.9,5,1,3,3,0,0,23,0.61448,0,0,0,0,49,0,0
1,5,1,3,3,0,0,23,0.63049,0,0,0,0,63,0,0
1.1,5,1,3,3,0,0,23,0.63066,0,0,0,0,82,0,0
1.2,5,1,3,3,0,0,27,0.72897,0.5,0.833333,6,2,87,1,1
1.3,5,1,3,3,0,0,29,0.72554,0,0.4,10,5,119,2,1
1.4,5,1,3,3,0,0,29,0.66679,0,0,0,0,87,0,0
1.5,5,1,3,3,0,0,29,0.65265,0,0,0,0,75,0,0
1.6,5,1,3,3,0,0,29,0.70444,0,0.5,4,2,103,1,0
1.7,5,1,3,3,0,0,29,0.73461,0,0.166667,6,3,88,2,0
1.8,5,1,3,3,0,0,30,0.65485,0,0,0,0,87,0,1
1.9,5,1,3,3,0,0,30,0.52578,0,0,0,0,84,0,0
2,5,1,3,3,0,0,30,0.71838,0,0.375,16,8,80,1,0
2.1,5,1,3,3,0,0,30,0.69709,0.4,0.6,10,5,147,2,0
2.2,5,1,3,3,0,0,30,0.75521,0.357143,0.62963,27,14,107,9,0
2.3,5,1,3,3,0,0,30,0.74532,0.272727,0.653846,26,11,164,3,0
2.4,5,1,3,3,0,0,30,0.7344,0.636364,0.818182,22,11,115,8,0
2.5,5,1,3,3,0,0,30,0.63182,0,0.25,12,6,111,1,0
2.6,5,1,3,3,0,0,30,0.62778,0.2,0.4,10,5,128,1,0
2.7,5,1,3,3,0,0,30,0.75642,0.166667,0.526316,38,18,149,5,0
2.8,5,1,3,3,0,0,30,0.75063,0,0.428571,14,7,117,3,0
2.9,5,1,3,3,0,0,30,0.73444,0,0.25,4,2,90,1,0
3,5,1,3,3,0,0,30,0.74428,0.352941,0.642857,42,17,115,5,0
3.1,5,1,3,3,0,0,30,0.69703,0,0.25,4,2,94,0,0
3.2,5,1,3,3,0,0,30,0.70898,0.2,0.4,20,10,106,4,0
3.3,5,1,3,3,0,0,30,0.74798,0.166667,0.5,12,6,186,3,0
3.4,5,1,3,3,0,0,30,0.75683,0.166667,0.416667,24,12,170,4,0
3.5,5,1,3,3,0,0,30,0.73002,0,0.3125,16,8,138,2,0
3.6,5,1,3,3,0,0,30,0.71047,0,0.375,8,4,109,2,0
3.7,5,1,3,3,0,0,30,0.74374,0.3,0.45,20,10,108,1,0
3.8,5,1,3,3,0,0,30,0.76005,0,0.2,10,5,147,2,0
3.9,5,1,3,3,0,0,30,0.74878,0,0.5,4,2,158,1,0
4,5,1,3,3,0,0,30,0.74147,0,0.333333,12,6,102,0,0
4.1,5,1,3,3,0,0,30,0.72144,0.25,0.5,8,4,117,1,0
4.2,5,1,3,3,0,0,30,0.74624,0.375,0.65,20,8,150,2,0
